SNP,PPI,DRUG,pQTL_protein,pQTL_protein_name,Chromosome,piQTL_peak,piQTL_left,piQTL_right,pQTL_peak,pQTL_left,pQTL_right,piQTL_EFFECTSIZE,piQTL_pvalue,piQTL_FDR,pQTL_effect,pQTL_gene_dist,pQTL_cis,peak_distance,is_piQTL_peak_in_pQTL,is_pQTL_peak_in_piQTL,piQTL_locus_id,piQTL_locus_gene,piQTL_locus_description
649,RET2_EMP70,Fluconazole,YNL071W,LAT1,Chr2,538990,530047,538990,533672,528468,538990,0.428843453,3.748817405,0.043893853,0.13609298,inf,False,5318,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,RET2_EMP70,Fluconazole,YCR004C,YCP4,Chr2,538990,530047,538990,530047,517548,538990,0.428843453,3.748817405,0.043893853,0.170420533,inf,False,8943,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,RET2_EMP70,Fluconazole,YMR196W,YMR196W; YM9646.09,Chr2,538990,530047,538990,530047,517548,538990,0.428843453,3.748817405,0.043893853,0.157071809,inf,False,8943,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YBR135W,CKS1,Chr2,538868,530047,538990,538990,530047,542505,0.496232036,4.21659295,0.017292859,0.182828971,33690.0,False,122,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YER122C,GLO3,Chr2,538868,530047,538990,533672,528468,538990,0.496232036,4.21659295,0.017292859,0.13465272,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YAL005C,SSA1,Chr2,538868,530047,538990,530047,517548,538990,0.496232036,4.21659295,0.017292859,0.151584485,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YNL071W,LAT1,Chr2,538868,530047,538990,533672,528468,538990,0.496232036,4.21659295,0.017292859,0.13609298,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YCR004C,YCP4,Chr2,538868,530047,538990,530047,517548,538990,0.496232036,4.21659295,0.017292859,0.170420533,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,SRO9_GIS2,noDrug,YMR196W,YMR196W; YM9646.09,Chr2,538868,530047,538990,530047,517548,538990,0.496232036,4.21659295,0.017292859,0.157071809,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YBR135W,CKS1,Chr2,538990,530047,538990,538990,530047,542505,0.811742581,5.4300283,0.001260547,0.182828971,33690.0,False,0,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YER122C,GLO3,Chr2,538990,530047,538990,533672,528468,538990,0.811742581,5.4300283,0.001260547,0.13465272,inf,False,5318,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YAL005C,SSA1,Chr2,538990,530047,538990,530047,517548,538990,0.811742581,5.4300283,0.001260547,0.151584485,inf,False,8943,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YNL071W,LAT1,Chr2,538990,530047,538990,533672,528468,538990,0.811742581,5.4300283,0.001260547,0.13609298,inf,False,5318,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YCR004C,YCP4,Chr2,538990,530047,538990,530047,517548,538990,0.811742581,5.4300283,0.001260547,0.170420533,inf,False,8943,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
649,TPO1_TCB2,Fluconazole,YMR196W,YMR196W; YM9646.09,Chr2,538990,530047,538990,530047,517548,538990,0.811742581,5.4300283,0.001260547,0.157071809,inf,False,8943,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YBR135W,CKS1,Chr2,538868,530047,538990,538990,530047,542505,0.657674079,4.000503066,0.026744153,0.182828971,33690.0,False,122,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YER122C,GLO3,Chr2,538868,530047,538990,533672,528468,538990,0.657674079,4.000503066,0.026744153,0.13465272,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YAL005C,SSA1,Chr2,538868,530047,538990,530047,517548,538990,0.657674079,4.000503066,0.026744153,0.151584485,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YNL071W,LAT1,Chr2,538868,530047,538990,533672,528468,538990,0.657674079,4.000503066,0.026744153,0.13609298,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YCR004C,YCP4,Chr2,538868,530047,538990,530047,517548,538990,0.657674079,4.000503066,0.026744153,0.170420533,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,Fluconazole,YMR196W,YMR196W; YM9646.09,Chr2,538868,530047,538990,530047,517548,538990,0.657674079,4.000503066,0.026744153,0.157071809,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YBR135W,CKS1,Chr2,538868,530047,538990,538990,530047,542505,0.670000755,3.773983747,0.041802625,0.182828971,33690.0,False,122,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YER122C,GLO3,Chr2,538868,530047,538990,533672,528468,538990,0.670000755,3.773983747,0.041802625,0.13465272,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YAL005C,SSA1,Chr2,538868,530047,538990,530047,517548,538990,0.670000755,3.773983747,0.041802625,0.151584485,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YNL071W,LAT1,Chr2,538868,530047,538990,533672,528468,538990,0.670000755,3.773983747,0.041802625,0.13609298,inf,False,5196,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YCR004C,YCP4,Chr2,538868,530047,538990,530047,517548,538990,0.670000755,3.773983747,0.041802625,0.170420533,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
648,TPO1_TPO2,noDrug,YMR196W,YMR196W; YM9646.09,Chr2,538868,530047,538990,530047,517548,538990,0.670000755,3.773983747,0.041802625,0.157071809,inf,False,8821,True,True,YBR148W,YSW1,"""Protein required for normal prospore membrane formation; interacts with Gip1p ; which is the meiosis-specific regulatory subunit of the Glc7p protein phosphatase; expressed specifically in spores and localizes to the prospore membrane; YSW1 has a paralog ; SPO21 ; that arose from the whole genome duplication"""
657,ERG11_ORM2,Trifluoperazine,YML081C-A,ATP18,Chr2,544962,542505,552681,544518,538868,544962,0.461538959,3.762738467,0.042717412,0.145966716,inf,False,444,True,True,YBR150C,TBS1,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication"""
657,ERG11_ORM2,Trifluoperazine,YIL116W,HIS5,Chr2,544962,542505,552681,542505,538868,544962,0.461538959,3.762738467,0.042717412,0.131405094,inf,False,2457,True,True,YBR150C,TBS1,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication"""
657,ERG11_ORM2,Trifluoperazine,YBL076C,ILS1,Chr2,544962,542505,552681,542505,538868,544962,0.461538959,3.762738467,0.042717412,0.112570292,458246.0,False,2457,True,True,YBR150C,TBS1,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication"""
653,ERV25_PIS1,5-FC,YML081C-A,ATP18,Chr2,542505,542505,552681,544518,538868,544962,0.591280227,3.931742482,0.030674902,0.145966716,inf,False,2013,True,True,YBR150C,TBS1,"""Protein of unknown function; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; associates with rDNA chromatin in vivo; TBS1 has a paralog ; HAL9 ; that arose from the whole genome duplication"""
