SNP	chromosome	pos	left_pos	right_pos
1072	3	181487	165283	190765
1073	3	186935	165283	197297
1074	3	187346	165283	196733
1075	3	187956	166390	198164
1076	3	188758	168031	198615
1077	3	188786	166390	198615
1078	3	188904	166390	198615
1079	3	188979	168031	198615
1080	3	189025	168031	198615
1081	3	189052	168031	198615
1082	3	189158	168031	198615
1083	3	190765	177081	198615
1084	3	195779	186935	204903
1085	3	196679	186935	204903
1086	3	196680	186935	204903
1087	3	196733	186935	204903
1088	3	197297	186935	204903
1089	3	198109	188758	204903
1090	3	198110	188758	204903
1091	3	198164	187956	204903
1092	3	198348	188758	204903
1093	3	198615	188758	204903
1094	3	201026	198615	201026
1095	3	203261	195779	204903
1096	3	204854	195779	204903
1097	3	204897	195779	204903
1098	3	204903	195779	204903
1099	3	207966	207966	208702
1100	3	207999	207966	208702
1101	3	208066	207966	208702
1102	3	208086	207966	208702
1103	3	208234	207966	208702
1104	3	208660	207966	208702
1105	3	208696	207966	208702
1106	3	208702	207966	208702
1107	3	210472	210472	211348
1108	3	210757	210472	211348
1109	3	211348	210472	212095
1110	3	211722	211722	211722
1111	3	211881	211348	212095
1112	3	211998	211348	212095
1113	3	212095	211348	212095
1114	3	214156	214156	214156
1115	3	217647	217647	222829
1116	3	218280	218280	218280
1117	3	218769	217647	222829
1118	3	219050	217647	222829
1119	3	221006	217647	222829
1120	3	221813	217647	222829
1121	3	222829	217647	224310
1122	3	224310	222829	224310
1123	3	224773	224773	224773
1124	3	226294	226294	228048
1125	3	226510	226294	228048
1126	3	227816	226294	230175
1127	3	228048	226294	230175
1128	3	229226	227816	230175
1129	3	229272	229226	230175
1130	3	229351	227816	230175
1131	3	230175	227816	235617
1132	3	233663	230175	237105
1133	3	234438	230175	237105
1134	3	235617	230175	238714
1135	3	237105	233663	241126
1136	3	238714	235617	245238
1137	3	238914	237105	245238
1138	3	241126	237105	247158
1139	3	242447	242447	242447
1140	3	242578	238714	248454
1141	3	245238	238714	248454
1142	3	247158	241126	249928
1143	3	247980	247980	247980
1144	3	248454	242578	253321
1145	3	249311	248454	251274
1146	3	249928	247158	253394
1147	3	251255	248454	259020
1148	3	251274	248454	259020
1149	3	251879	248454	259020
1150	3	251939	248454	259020
1151	3	252801	249928	259458
1152	3	253109	249928	259458
1153	3	253118	249928	259458
1154	3	253321	248454	259458
1155	3	253394	249928	259458
1156	3	254361	251255	261281
1157	3	254926	251255	261281
1158	3	256359	251255	261281
1159	3	256593	251255	261281
1160	3	256989	251255	261281
1161	3	257462	251255	261281
1162	3	258273	251255	262631
1163	3	258343	251255	262631
1164	3	258579	251255	262631
1165	3	258768	251255	261281
1166	3	258781	251255	261281
1167	3	258828	251255	262631
1168	3	259020	251255	262631
1169	3	259458	252801	262631
1170	3	260010	260010	260010
1171	3	261281	254361	262631
1172	3	262631	258273	262631
1173	3	265059	265059	278791
1174	3	267625	265059	285659
1175	3	272925	265059	285299
1176	3	273446	265059	286440
1177	3	273631	265059	286652
1178	3	274530	265059	286652
1179	3	274845	265059	286652
1180	3	275765	265059	289803
1181	3	278462	265059	290417
1182	3	278675	265059	289942
1183	3	278791	265059	290417
1184	3	282537	267625	297295
1185	3	284743	267625	297295
1186	3	285299	267625	297295
1187	3	285659	267625	297295
1188	3	286180	273446	297295
1189	3	286440	273446	297295
1190	3	286652	273631	297295
1191	3	289803	275765	302380
1192	3	289856	278462	302380
1193	3	289942	278462	302380
1194	3	290417	278462	302380
1195	3	290527	282537	302380
1196	3	290957	282537	303175
1197	3	290963	282537	302380
1198	3	291002	282537	302380
1199	3	291045	282537	303175
1200	3	291075	282537	302380
1201	3	291159	282537	303175
1202	3	291201	282537	303175
1203	3	291204	282537	303175
1204	3	291220	282537	303175
1205	3	291227	289803	299701
1206	3	291349	282537	303175
1207	3	291388	282537	303175
1208	3	291538	289803	299701
1209	3	291544	289803	302380
1210	3	292662	292662	292662
1211	3	292718	292718	292718
1212	3	293842	293842	293855
1213	3	293851	293842	293855
1214	3	293855	293842	293855
1215	3	295047	282537	303175
1216	3	295867	282537	307041
1217	3	295972	282537	303175
1218	3	297295	282537	303175
1219	3	298996	289803	316056
1220	3	299045	289803	316056
1221	3	299460	289803	307046
1222	3	299460	299460	299460
1223	3	299701	289803	316056
1224	3	302380	289803	316056
1225	3	303175	290957	307057
1226	3	304102	304102	305065
1227	3	304825	304102	305065
1228	3	304927	304102	305065
1229	3	305013	304102	305065
1230	3	305065	304102	305065
1231	3	306151	306151	306151
1232	3	306441	306441	306441
1233	3	306783	306783	306783
1234	3	306993	298996	316056
1235	3	307016	299045	307057
1236	3	307029	299701	316056
1237	3	307036	298996	316056
1238	3	307041	295867	316056
1239	3	307046	298996	316056
1240	3	307057	299701	316056
1241	3	307149	307149	307149
1242	3	307230	307230	307245
1243	3	307241	307230	307245
1244	3	307244	307230	307245
1245	3	307245	307230	307245
1246	3	308240	308240	308240
1247	3	311452	311452	311452
1248	3	312012	312012	312012
1249	3	313040	313040	313040
1250	3	315795	302380	315795
1251	3	316056	298996	316065
1252	3	316065	316056	316065
1253	4	2228	2228	2230
1254	4	2230	2228	2230
1255	4	16673	16673	16673
1256	4	18219	18219	18219
1257	4	18231	18231	18231
1258	4	20302	20302	22141
1259	4	21871	20302	29835
1260	4	22141	20302	29835
1261	4	26389	26389	26389
1262	4	26950	21871	29835
1263	4	27059	21871	29835
1264	4	29835	21871	32140
1265	4	32140	29835	32140
1266	4	34142	34142	39021
1267	4	37106	34142	49408
1268	4	38160	34142	49675
1269	4	38200	34142	49675
1270	4	39021	34142	49675
1271	4	43687	37106	52141
1272	4	43708	37106	52141
1273	4	43823	37106	51859
1274	4	43887	43887	43887
1275	4	46065	43687	53342
1276	4	48267	37106	56089
1277	4	48617	37106	60023
1278	4	48723	37106	60023
1279	4	49408	37106	60460
1280	4	49675	38160	60460
1281	4	51735	43687	60460
1282	4	51859	43687	60460
1283	4	52093	43687	60460
1284	4	52141	43687	60460
1285	4	53342	46065	61772
1286	4	55290	48267	62324
1287	4	56089	48267	62324
1288	4	56962	55290	60023
1289	4	57719	48617	62324
1290	4	60023	48617	62324
1291	4	60460	49408	62324
1292	4	61772	53342	62324
1293	4	62324	55290	66159
1294	4	65329	62324	77997
1295	4	65934	65329	77997
1296	4	66048	65329	77997
1297	4	66159	62324	77997
1298	4	66763	65329	82454
1299	4	68860	65329	85322
1300	4	68911	65329	85322
1301	4	69269	65329	84897
1302	4	70023	65329	85322
1303	4	70129	65329	85322
1304	4	70552	65329	85322
1305	4	71282	65329	85322
1306	4	72324	65329	85322
1307	4	72434	65329	86292
1308	4	72764	65329	86292
1309	4	73313	65329	86292
1310	4	74160	65329	86424
1311	4	76499	65329	86904
1312	4	77245	65329	86904
1313	4	77997	65329	86904
1314	4	82080	68860	86904
1315	4	82454	66763	90424
1316	4	82701	68860	86904
1317	4	83418	77245	86904
1318	4	83420	83418	83420
1319	4	83425	76499	86904
1320	4	83947	68860	90554
1321	4	84004	68860	90424
1322	4	84689	69269	92317
1323	4	84692	69269	92317
1324	4	84897	68860	90554
1325	4	85322	68860	92317
1326	4	85809	72764	92317
1327	4	86292	72434	92317
1328	4	86424	74160	92317
1329	4	86904	76499	92317
1330	4	90193	83947	102509
1331	4	90424	82454	102509
1332	4	90554	83947	102705
1333	4	92317	84689	102705
1334	4	95478	90193	103991
1335	4	96178	90193	103991
1336	4	96325	90193	103991
1337	4	98110	90193	103991
1338	4	98128	90193	103991
1339	4	98837	90193	103991
1340	4	98990	90193	103991
1341	4	99543	90193	103991
1342	4	102509	90193	106371
1343	4	102705	90554	106371
1344	4	103444	95478	106371
1345	4	103991	95478	106371
1346	4	105908	102509	123976
1347	4	106371	102509	123976
1348	4	107525	105908	127323
1349	4	108510	105908	127323
1350	4	108791	105908	132281
1351	4	111205	105908	132281
1352	4	112474	105908	132952
1353	4	112969	105908	132281
1354	4	114992	105908	132952
1355	4	115453	105908	132952
1356	4	115541	105908	132952
1357	4	116018	105908	132952
1358	4	116782	105908	132952
1359	4	117170	105908	132952
1360	4	117432	105908	132952
1361	4	121939	106371	132952
1362	4	121955	107525	132952
1363	4	122050	106371	132952
1364	4	122309	105908	132952
1365	4	122365	105908	132952
1366	4	122560	105908	132952
1367	4	122596	106371	132952
1368	4	122617	105908	132952
1369	4	123193	105908	137351
1370	4	123439	105908	136920
1371	4	123976	105908	137511
1372	4	126981	107525	137511
1373	4	127308	107525	137511
1374	4	127323	107525	137511
1375	4	132281	108791	143484
1376	4	132892	115453	142711
1377	4	132952	112474	143484
1378	4	135298	123976	148075
1379	4	135409	126981	147035
1380	4	135456	135456	135462
1381	4	135462	135298	137511
1382	4	135873	123193	149678
1383	4	136069	123193	149678
1384	4	136920	123193	149678
1385	4	137351	123193	149678
1386	4	137511	123976	149678
1387	4	141606	132281	154434
1388	4	142711	132281	156963
1389	4	143484	132281	156963
1390	4	145738	135298	156963
1391	4	147035	135298	156963
1392	4	147814	135298	156963
1393	4	148075	135298	156963
1394	4	149162	149162	149162
1395	4	149204	141606	156963
1396	4	149457	136920	158123
1397	4	149464	136920	158426
1398	4	149678	135873	158426
1399	4	154434	141606	158426
1400	4	156313	142711	158426
1401	4	156362	142711	158426
1402	4	156963	142711	158963
1403	4	157969	154434	158963
1404	4	158123	149457	158963
1405	4	158426	149464	158963
1406	4	158963	156963	158963
1407	4	160842	160842	168256
1408	4	161760	160842	173461
1409	4	163032	160842	175467
1410	4	163327	160842	174546
1411	4	164943	161760	168256
1412	4	165032	160842	177756
1413	4	165290	160842	178705
1414	4	165509	160842	177280
1415	4	167204	160842	180121
1416	4	167436	160842	180121
1417	4	167687	160842	180121
1418	4	168238	160842	182380
1419	4	168256	160842	182380
1420	4	171883	161760	182380
1421	4	172408	161760	182380
1422	4	173416	161760	195122
1423	4	173461	161760	195122
1424	4	174097	174097	174131
1425	4	174131	167204	182380
1426	4	174272	165032	182380
1427	4	174546	163032	195122
1428	4	174974	163032	182380
1429	4	175467	163032	192266
1430	4	177157	165032	196790
1431	4	177207	165290	196790
1432	4	177280	165290	196790
1433	4	177330	165032	196790
1434	4	177633	167204	196790
1435	4	177756	165032	196790
1436	4	178032	167204	196790
1437	4	178058	167204	196790
1438	4	178267	167204	196790
1439	4	178339	167204	196790
1440	4	178489	167204	196790
1441	4	178698	167204	196790
1442	4	178705	165290	196790
1443	4	178974	167204	196790
1444	4	179020	167204	196790
1445	4	179134	167204	196790
1446	4	179240	167204	196790
1447	4	179480	168238	196790
1448	4	179651	167436	196790
1449	4	179674	167436	196790
1450	4	179696	168238	196790
1451	4	179726	167687	196790
1452	4	179806	167204	196790
1453	4	179890	167204	196790
1454	4	180004	167204	196790
1455	4	180086	167204	196790
1456	4	180121	167204	196790
1457	4	182380	168238	196790
1458	4	186093	173416	198420
1459	4	188017	177207	196790
1460	4	191790	174546	198420
1461	4	192266	174546	198420
1462	4	192593	177157	198420
1463	4	192793	177157	198420
1464	4	193794	177157	198420
1465	4	193943	177157	198420
1466	4	195122	173416	198420
1467	4	195463	177157	198420
1468	4	195795	177157	198420
1469	4	196790	177157	198420
1470	4	198420	186093	198420
1471	4	199642	199642	199642
1472	4	203027	203027	219124
1473	4	204037	203027	224966
1474	4	205977	203027	224966
1475	4	210685	210685	210685
1476	4	210795	203027	213950
1477	4	210797	203027	213169
1478	4	210813	203027	213950
1479	4	210833	203027	213950
1480	4	211091	203027	224966
1481	4	211612	203027	228580
1482	4	212428	204037	213950
1483	4	212488	212488	212488
1484	4	213169	203027	228580
1485	4	213950	203027	228580
1486	4	217566	204037	234536
1487	4	218148	217566	228580
1488	4	218294	213169	228580
1489	4	219124	203027	238194
1490	4	220385	220385	223356
1491	4	220692	204037	238194
1492	4	221261	204037	238194
1493	4	221845	204037	234536
1494	4	222510	204037	238194
1495	4	223039	204037	238194
1496	4	223328	204037	238194
1497	4	223356	204037	238194
1498	4	224819	204037	238194
1499	4	224966	204037	238194
1500	4	226825	226825	226825
1501	4	226863	217566	228580
1502	4	228580	211612	238194
1503	4	232107	217566	242179
1504	4	232302	232107	232302
1505	4	232306	232107	238194
1506	4	234153	217566	243657
1507	4	234536	217566	243657
1508	4	238194	219124	251719
1509	4	242179	232107	256985
1510	4	243657	234153	257828
1511	4	248600	238194	263044
1512	4	248779	238194	263044
1513	4	249022	238194	263044
1514	4	249864	238194	263044
1515	4	250515	238194	263044
1516	4	251239	242179	263044
1517	4	251719	238194	263044
1518	4	256612	256612	256612
1519	4	256620	256620	256620
1520	4	256620	256620	256620
1521	4	256985	242179	263044
1522	4	257828	243657	264432
1523	4	259994	248600	268855
1524	4	263044	248600	268855
1525	4	264432	257828	271035
1526	4	265022	259994	271787
1527	4	267372	259994	271787
1528	4	267844	259994	271787
1529	4	268855	259994	271787
1530	4	270158	264432	271787
1531	4	270194	270194	270194
1532	4	271035	264432	275191
1533	4	271787	265022	279037
1534	4	274059	271035	283830
1535	4	274409	271787	283830
1536	4	274840	271787	283830
1537	4	274870	274059	283830
1538	4	274922	271787	283830
1539	4	274930	271787	283830
1540	4	275038	274059	283830
1541	4	275108	274059	283570
1542	4	275111	274059	283570
1543	4	275180	271787	283830
1544	4	275191	271035	283830
1545	4	275289	271787	283830
1546	4	275562	271787	283830
1547	4	275637	271787	283830
1548	4	275645	271787	283830
1549	4	275715	271787	283830
1550	4	275721	271787	283830
1551	4	275859	271787	285568
1552	4	275865	271787	285568
1553	4	275877	271787	285568
1554	4	276015	271787	285568
1555	4	276066	271787	283830
1556	4	276194	271787	285568
1557	4	276201	271787	285568
1558	4	276375	271787	283830
1559	4	276645	271787	285234
1560	4	276806	271787	283830
1561	4	276820	271787	283830
1562	4	276934	271787	285568
1563	4	277129	271787	285234
1564	4	277137	271787	283830
1565	4	277249	271787	283830
1566	4	277276	271787	285234
1567	4	277639	271787	283830
1568	4	277649	271787	285234
1569	4	277971	271787	285568
1570	4	278164	271787	285568
1571	4	278914	271787	283830
1572	4	278971	271787	285568
1573	4	279037	271787	285568
1574	4	280703	274059	285568
1575	4	280859	274059	285568
1576	4	280934	274059	285568
1577	4	282594	274059	290096
1578	4	282713	274059	287068
1579	4	283570	274059	291531
1580	4	283830	274059	293625
1581	4	285234	275865	294760
1582	4	285372	285372	285372
1583	4	285568	275859	294760
1584	4	287068	282594	300148
1585	4	289558	283830	300148
1586	4	289573	283830	300148
1587	4	289631	283570	300148
1588	4	289647	283570	300148
1589	4	290003	282594	300148
1590	4	290096	282594	302611
1591	4	291044	283570	302611
1592	4	291531	283570	302611
1593	4	292625	285234	300148
1594	4	292985	283830	303011
1595	4	293190	283830	303011
1596	4	293625	283830	302611
1597	4	294073	285234	303011
1598	4	294288	285234	303011
1599	4	294760	285234	304549
1600	4	297290	287068	304549
1601	4	297499	287068	304549
1602	4	297638	287068	304549
1603	4	297848	287068	304549
1604	4	298091	287068	304549
1605	4	299599	287068	304549
1606	4	300038	300038	300038
1607	4	300148	287068	304549
1608	4	302333	302333	302334
1609	4	302334	302333	302334
1610	4	302346	302346	302346
1611	4	302347	302347	302347
1612	4	302611	290096	308154
1613	4	303009	302611	303011
1614	4	303011	292985	308154
1615	4	304549	294760	312611
1616	4	307387	302611	314015
1617	4	308154	302611	314015
1618	4	311231	304549	320510
1619	4	311787	304549	320510
1620	4	312488	304549	320510
1621	4	312611	304549	320510
1622	4	314015	307387	320510
1623	4	314192	311231	320510
1624	4	315072	311231	328073
1625	4	320017	311231	328073
1626	4	320510	311231	328073
1627	4	328073	315072	328073
1628	4	331098	331098	331098
1629	4	336922	336922	340555
1630	4	340555	336922	340555
1631	4	351322	351322	356541
1632	4	353020	351322	356853
1633	4	355411	353020	356853
1634	4	355467	355467	355467
1635	4	355569	353020	356541
1636	4	356055	351322	357802
1637	4	356492	351322	357802
1638	4	356541	351322	357802
1639	4	356853	353020	357802
1640	4	356935	356055	357802
1641	4	357632	356055	357802
1642	4	357802	356055	357802
1643	4	362032	362032	364690
1644	4	362199	362032	364690
1645	4	362266	362032	364690
1646	4	363194	362032	364690
1647	4	364690	362032	368078
1648	4	368078	364690	372110
1649	4	368457	368078	372110
1650	4	369171	368078	372110
1651	4	369403	368078	372110
1652	4	370869	370869	370869
1653	4	370874	370874	370948
1654	4	370948	370874	372110
1655	4	370964	370964	370964
1656	4	372110	368078	380252
1657	4	375648	372110	384607
1658	4	375688	372110	384607
1659	4	376511	372110	384607
1660	4	378801	375648	384607
1661	4	380252	372110	390909
1662	4	382176	375648	390909
1663	4	383443	376511	390909
1664	4	383482	382176	384607
1665	4	383485	382176	384607
1666	4	383639	376511	390909
1667	4	383641	376511	390909
1668	4	383644	376511	390909
1669	4	383646	376511	390909
1670	4	383666	378801	390909
1671	4	383669	378801	390909
1672	4	383671	378801	390909
1673	4	383673	378801	390909
1674	4	383681	380252	390909
1675	4	383923	383923	383923
1676	4	383923	383923	383923
1677	4	384094	375688	390909
1678	4	384191	378801	390909
1679	4	384602	375648	390909
1680	4	384607	375648	390909
1681	4	388305	380252	390909
1682	4	388542	380252	390909
1683	4	390389	382176	390909
1684	4	390909	380252	397927
1685	4	397927	390909	405368
1686	4	400669	397927	405368
1687	4	400864	400669	400864
1688	4	404981	397927	408981
1689	4	405202	404981	405368
1690	4	405368	397927	408981
1691	4	408981	404981	414243
1692	4	411785	411785	411785
1693	4	413029	408981	422545
1694	4	413957	408981	425858
