SNP_marker,chr,pos
chr2:161065,2,161065
chr2:161229,2,161229
chr2:161297,2,161297
chr2:161451,2,161451
chr2:161687,2,161687
chr2:161757,2,161757
chr2:162251,2,162251
chr2:162420,2,162420
chr2:162696,2,162696
chr2:162773,2,162773
chr2:163080,2,163080
chr2:163180,2,163180
chr2:163284,2,163284
chr2:163349,2,163349
chr2:163497,2,163497
chr2:163787,2,163787
chr2:163854,2,163854
chr2:163892,2,163892
chr2:163967,2,163967
chr2:163989,2,163989
chr2:164378,2,164378
chr2:164419,2,164419
chr2:164828,2,164828
chr2:164914,2,164914
chr2:164995,2,164995
chr2:165010,2,165010
chr2:165048,2,165048
chr2:165107,2,165107
chr2:165259,2,165259
chr2:165525,2,165525
chr2:165675,2,165675
chr2:165729,2,165729
chr2:165877,2,165877
chr2:166019,2,166019
chr2:166027,2,166027
chr2:166311,2,166311
chr2:166404,2,166404
chr2:166544,2,166544
chr2:166572,2,166572
chr2:166703,2,166703
chr2:166909,2,166909
chr2:167174,2,167174
chr2:167264,2,167264
chr2:167275,2,167275
chr2:167373,2,167373
chr2:167385,2,167385
chr2:167426,2,167426
chr2:167527,2,167527
chr2:167897,2,167897
chr2:167998,2,167998
chr2:168012,2,168012
chr2:168036,2,168036
chr2:168062,2,168062
chr2:168065,2,168065
chr2:168150,2,168150
chr2:168194,2,168194
chr2:168448,2,168448
chr2:168467,2,168467
chr2:168536,2,168536
chr2:168653,2,168653
chr2:168711,2,168711
chr2:168731,2,168731
chr2:168747,2,168747
chr2:168775,2,168775
chr2:168802,2,168802
chr2:169483,2,169483
chr2:169496,2,169496
chr2:169566,2,169566
chr2:169589,2,169589
chr2:169621,2,169621
chr2:169651,2,169651
chr2:169820,2,169820
chr2:169875,2,169875
chr2:169899,2,169899
chr2:169960,2,169960
chr2:170167,2,170167
chr2:170206,2,170206
chr2:170207,2,170207
chr2:170208,2,170208
chr2:170320,2,170320
chr2:170442,2,170442
chr2:170790,2,170790
chr2:171183,2,171183
chr2:171274,2,171274
chr2:171433,2,171433
chr2:171570,2,171570
chr2:171612,2,171612
chr2:172028,2,172028
chr2:172038,2,172038
chr2:172113,2,172113
chr2:172223,2,172223
chr2:172245,2,172245
chr2:172262,2,172262
chr2:172346,2,172346
chr2:173028,2,173028
chr2:173043,2,173043
chr2:173254,2,173254
chr2:173385,2,173385
chr2:173659,2,173659
chr2:173973,2,173973
chr2:174030,2,174030
chr2:174060,2,174060
chr2:174499,2,174499
chr2:174535,2,174535
chr2:174555,2,174555
chr2:174597,2,174597
chr2:174599,2,174599
chr2:174685,2,174685
chr2:174688,2,174688
chr2:174758,2,174758
chr2:174802,2,174802
chr2:174853,2,174853
chr2:174871,2,174871
chr2:174876,2,174876
chr2:174882,2,174882
chr2:175054,2,175054
chr2:175109,2,175109
chr2:175409,2,175409
chr2:175439,2,175439
chr2:175505,2,175505
chr2:175526,2,175526
chr2:175784,2,175784
chr2:175964,2,175964
chr2:176009,2,176009
chr2:176084,2,176084
chr2:176261,2,176261
chr2:177622,2,177622
chr2:177793,2,177793
chr2:178351,2,178351
chr2:179248,2,179248
chr2:179257,2,179257
chr2:179290,2,179290
chr2:179410,2,179410
chr2:179872,2,179872
chr2:180070,2,180070
chr2:180255,2,180255
chr2:180379,2,180379
chr2:180607,2,180607
chr2:181033,2,181033
chr2:181034,2,181034
chr2:181279,2,181279
chr2:181635,2,181635
chr2:181647,2,181647
chr2:182128,2,182128
chr2:182137,2,182137
chr2:182323,2,182323
chr2:182436,2,182436
chr2:182758,2,182758
chr2:182892,2,182892
chr2:182901,2,182901
chr2:183084,2,183084
chr2:183117,2,183117
chr2:183198,2,183198
chr2:183456,2,183456
chr2:183459,2,183459
chr2:183619,2,183619
chr2:183810,2,183810
chr2:183889,2,183889
chr2:184146,2,184146
chr2:184236,2,184236
chr2:184249,2,184249
chr2:184282,2,184282
chr2:184343,2,184343
chr2:184372,2,184372
chr2:184388,2,184388
chr2:184606,2,184606
chr2:184932,2,184932
chr2:184941,2,184941
chr2:185376,2,185376
chr2:185442,2,185442
chr2:185478,2,185478
chr2:185492,2,185492
chr2:185526,2,185526
chr2:185579,2,185579
chr2:185762,2,185762
chr2:185891,2,185891
chr2:185922,2,185922
chr2:185954,2,185954
chr2:185979,2,185979
chr2:186008,2,186008
chr2:186049,2,186049
chr2:186067,2,186067
chr2:186185,2,186185
chr2:186210,2,186210
chr2:186253,2,186253
chr2:186366,2,186366
chr2:186379,2,186379
chr2:186397,2,186397
chr2:186424,2,186424
chr2:186525,2,186525
chr2:186623,2,186623
chr2:186648,2,186648
chr2:186709,2,186709
chr2:186753,2,186753
chr2:186759,2,186759
chr2:186778,2,186778
chr2:186915,2,186915
chr2:187153,2,187153
chr2:187157,2,187157
chr2:187788,2,187788
chr2:187873,2,187873
chr2:188701,2,188701
chr2:188734,2,188734
chr2:188743,2,188743
chr2:189163,2,189163
chr2:189263,2,189263
chr2:189739,2,189739
chr2:190246,2,190246
chr2:190255,2,190255
chr2:190308,2,190308
chr2:190351,2,190351
chr2:190355,2,190355
chr2:190452,2,190452
chr2:190737,2,190737
chr2:190816,2,190816
chr2:190944,2,190944
chr2:190980,2,190980
chr2:191084,2,191084
chr2:191086,2,191086
chr2:191124,2,191124
chr2:191128,2,191128
chr2:191207,2,191207
chr2:191214,2,191214
chr2:191222,2,191222
chr2:191226,2,191226
chr2:191228,2,191228
chr2:191242,2,191242
chr2:191281,2,191281
chr2:191288,2,191288
chr2:191289,2,191289
chr2:191294,2,191294
chr2:191298,2,191298
chr2:191304,2,191304
chr2:191311,2,191311
chr2:191363,2,191363
chr2:191377,2,191377
chr2:191422,2,191422
chr2:191470,2,191470
chr2:191521,2,191521
chr2:191528,2,191528
chr2:191688,2,191688
chr2:191751,2,191751
chr2:191763,2,191763
chr2:191777,2,191777
chr2:192085,2,192085
chr2:192289,2,192289
chr2:192390,2,192390
chr2:192591,2,192591
chr2:193380,2,193380
chr2:193398,2,193398
chr2:193450,2,193450
chr2:193546,2,193546
chr2:193664,2,193664
chr2:193867,2,193867
chr2:194057,2,194057
chr2:194226,2,194226
chr2:195009,2,195009
chr2:195168,2,195168
chr2:195177,2,195177
chr2:195180,2,195180
chr2:195719,2,195719
chr2:195960,2,195960
chr2:196145,2,196145
chr2:196155,2,196155
chr2:196206,2,196206
chr2:196362,2,196362
chr2:196417,2,196417
chr2:196581,2,196581
chr2:196681,2,196681
chr2:196912,2,196912
chr2:196964,2,196964
chr2:197035,2,197035
chr2:197372,2,197372
chr2:197440,2,197440
chr2:197464,2,197464
chr2:197596,2,197596
chr2:197606,2,197606
chr2:197699,2,197699
chr2:197705,2,197705
chr2:197708,2,197708
chr2:197714,2,197714
chr2:197720,2,197720
chr2:197761,2,197761
chr2:197836,2,197836
chr2:197842,2,197842
chr2:197942,2,197942
chr2:197966,2,197966
chr2:198029,2,198029
chr2:198085,2,198085
chr2:198086,2,198086
chr2:198093,2,198093
chr2:198095,2,198095
chr2:198110,2,198110
chr2:198168,2,198168
chr2:198180,2,198180
chr2:198283,2,198283
chr2:198368,2,198368
chr2:198512,2,198512
chr2:198526,2,198526
chr2:198605,2,198605
chr2:198672,2,198672
chr2:198720,2,198720
chr2:198751,2,198751
chr2:198778,2,198778
chr2:198782,2,198782
chr2:198826,2,198826
chr2:199139,2,199139
chr2:199248,2,199248
chr2:199390,2,199390
chr2:199391,2,199391
chr2:199514,2,199514
chr2:199762,2,199762
chr2:199961,2,199961
chr2:200008,2,200008
chr2:200483,2,200483
chr2:200522,2,200522
chr2:200530,2,200530
chr2:200968,2,200968
chr2:201063,2,201063
chr2:201476,2,201476
chr2:201611,2,201611
chr2:201647,2,201647
chr2:201782,2,201782
chr2:201831,2,201831
chr2:201879,2,201879
chr2:202001,2,202001
chr2:202108,2,202108
chr2:202227,2,202227
chr2:202411,2,202411
chr2:202580,2,202580
chr2:202739,2,202739
chr2:203114,2,203114
chr2:203566,2,203566
chr2:203783,2,203783
chr2:203910,2,203910
chr2:204179,2,204179
chr2:204182,2,204182
chr2:204215,2,204215
chr2:204404,2,204404
chr2:204458,2,204458
chr2:204536,2,204536
chr2:204923,2,204923
chr2:204924,2,204924
chr2:204995,2,204995
chr2:205151,2,205151
chr2:205157,2,205157
chr2:205343,2,205343
chr2:205754,2,205754
chr2:205891,2,205891
chr2:206076,2,206076
chr2:206280,2,206280
chr2:206369,2,206369
chr2:206713,2,206713
chr2:207171,2,207171
chr2:207192,2,207192
chr2:207220,2,207220
chr2:207561,2,207561
chr2:207923,2,207923
chr2:208189,2,208189
chr2:208213,2,208213
chr2:208351,2,208351
chr2:208417,2,208417
chr2:208471,2,208471
chr2:208543,2,208543
chr2:208574,2,208574
chr2:208682,2,208682
chr2:208735,2,208735
chr2:208870,2,208870
chr2:208879,2,208879
chr2:208915,2,208915
chr2:208916,2,208916
chr2:208963,2,208963
chr2:209245,2,209245
chr2:209373,2,209373
chr2:209754,2,209754
chr2:210006,2,210006
chr2:210102,2,210102
chr2:210387,2,210387
chr2:210582,2,210582
chr2:210974,2,210974
chr2:210990,2,210990
chr2:211254,2,211254
chr2:211332,2,211332
chr2:211581,2,211581
chr2:212351,2,212351
chr2:212391,2,212391
chr2:212495,2,212495
chr2:212638,2,212638
chr2:212810,2,212810
chr2:212882,2,212882
chr2:212886,2,212886
chr2:213058,2,213058
chr2:213466,2,213466
chr2:213545,2,213545
chr2:213628,2,213628
chr2:213728,2,213728
chr2:214190,2,214190
chr2:214439,2,214439
chr2:214711,2,214711
chr2:214801,2,214801
chr2:214810,2,214810
chr2:214891,2,214891
chr2:215016,2,215016
chr2:215181,2,215181
chr2:215946,2,215946
chr2:215962,2,215962
chr2:216520,2,216520
chr2:216541,2,216541
chr2:216631,2,216631
chr2:216794,2,216794
chr2:217015,2,217015
chr2:217070,2,217070
chr2:217109,2,217109
chr2:217360,2,217360
chr2:217636,2,217636
chr2:217676,2,217676
chr2:218039,2,218039
chr2:218630,2,218630
chr2:218666,2,218666
chr2:218876,2,218876
chr2:219410,2,219410
chr2:219506,2,219506
chr2:220055,2,220055
chr2:220122,2,220122
chr2:220136,2,220136
chr2:220216,2,220216
chr2:220331,2,220331
chr2:220403,2,220403
chr2:220405,2,220405
chr2:220424,2,220424
chr2:220451,2,220451
chr2:220776,2,220776
chr2:220790,2,220790
chr2:220863,2,220863
chr2:220911,2,220911
chr2:220914,2,220914
chr2:226979,2,226979
chr2:227201,2,227201
chr2:227302,2,227302
chr2:227328,2,227328
chr2:227387,2,227387
chr2:227881,2,227881
chr2:228106,2,228106
chr2:228251,2,228251
chr2:228551,2,228551
chr2:228581,2,228581
chr2:228645,2,228645
chr2:229777,2,229777
chr2:230037,2,230037
chr2:230255,2,230255
chr2:230378,2,230378
chr2:230576,2,230576
chr2:230849,2,230849
chr2:231614,2,231614
chr2:231704,2,231704
chr2:231837,2,231837
chr2:231943,2,231943
chr2:232156,2,232156
chr2:232618,2,232618
chr2:233405,2,233405
chr2:234340,2,234340
chr2:234385,2,234385
chr2:234604,2,234604
chr2:234613,2,234613
chr2:234673,2,234673
chr2:234856,2,234856
chr2:235113,2,235113
chr2:235634,2,235634
chr2:235838,2,235838
chr2:235845,2,235845
chr2:236156,2,236156
chr2:236256,2,236256
chr2:236313,2,236313
chr2:236383,2,236383
chr2:236390,2,236390
chr2:236391,2,236391
chr2:236427,2,236427
chr2:236441,2,236441
chr2:236489,2,236489
chr2:236626,2,236626
chr2:237151,2,237151
chr2:237541,2,237541
chr2:237656,2,237656
chr2:237660,2,237660
chr2:237971,2,237971
chr2:238080,2,238080
chr2:238111,2,238111
chr2:238137,2,238137
chr2:238163,2,238163
chr2:238186,2,238186
chr2:238189,2,238189
chr2:238224,2,238224
chr2:238239,2,238239
chr2:238287,2,238287
chr2:238346,2,238346
chr2:238382,2,238382
chr2:238452,2,238452
chr2:238608,2,238608
chr2:238611,2,238611
chr2:238675,2,238675
chr2:238737,2,238737
chr2:238920,2,238920
chr2:238944,2,238944
chr2:239434,2,239434
chr2:239528,2,239528
chr2:239597,2,239597
chr2:239625,2,239625
chr2:239864,2,239864
chr2:239951,2,239951
chr2:240048,2,240048
chr2:240542,2,240542
chr2:240840,2,240840
chr2:240963,2,240963
chr2:241143,2,241143
chr2:241196,2,241196
chr2:241422,2,241422
chr2:241482,2,241482
chr2:242012,2,242012
chr2:242038,2,242038
chr2:242434,2,242434
chr2:242639,2,242639
chr2:242746,2,242746
chr2:243436,2,243436
chr2:243486,2,243486
chr2:243609,2,243609
chr2:243768,2,243768
chr2:243846,2,243846
chr2:244011,2,244011
chr2:244215,2,244215
chr2:244779,2,244779
chr2:245034,2,245034
chr2:245073,2,245073
chr2:245305,2,245305
chr2:245747,2,245747
chr2:245877,2,245877
chr2:246027,2,246027
chr2:246059,2,246059
chr2:246172,2,246172
chr2:246575,2,246575
chr2:246579,2,246579
chr2:246816,2,246816
chr2:246942,2,246942
chr2:246960,2,246960
chr2:247040,2,247040
chr2:247234,2,247234
chr2:247522,2,247522
chr2:247531,2,247531
chr2:247603,2,247603
chr2:247759,2,247759
chr2:247789,2,247789
chr2:247813,2,247813
chr2:247993,2,247993
chr2:248152,2,248152
chr2:248212,2,248212
chr2:248555,2,248555
chr2:248659,2,248659
chr2:248671,2,248671
chr2:248728,2,248728
chr2:248758,2,248758
chr2:248918,2,248918
chr2:249073,2,249073
chr2:249400,2,249400
chr2:249533,2,249533
chr2:249570,2,249570
chr2:249967,2,249967
chr2:250250,2,250250
chr2:250316,2,250316
chr2:250396,2,250396
chr2:250482,2,250482
chr2:251004,2,251004
chr2:251105,2,251105
chr2:251134,2,251134
chr2:251548,2,251548
chr2:251790,2,251790
chr2:251800,2,251800
chr2:251820,2,251820
chr2:251882,2,251882
chr2:252013,2,252013
chr2:252027,2,252027
chr2:252036,2,252036
chr2:252044,2,252044
chr2:252161,2,252161
chr2:252193,2,252193
chr2:252305,2,252305
chr2:252559,2,252559
chr2:252572,2,252572
chr2:252578,2,252578
chr2:252589,2,252589
chr2:252599,2,252599
chr2:252680,2,252680
chr2:252704,2,252704
chr2:252792,2,252792
chr2:253219,2,253219
chr2:253709,2,253709
chr2:254030,2,254030
chr2:254124,2,254124
chr2:254349,2,254349
chr2:254368,2,254368
chr2:254409,2,254409
chr2:254436,2,254436
chr2:254571,2,254571
chr2:254728,2,254728
chr2:254834,2,254834
chr2:254899,2,254899
chr2:254908,2,254908
chr2:255127,2,255127
chr2:255469,2,255469
chr2:255688,2,255688
chr2:255740,2,255740
chr2:255743,2,255743
chr2:255828,2,255828
chr2:256267,2,256267
chr2:256925,2,256925
chr2:257430,2,257430
chr2:257913,2,257913
chr2:258153,2,258153
chr2:258208,2,258208
chr2:258211,2,258211
chr2:258311,2,258311
chr2:258313,2,258313
chr2:258409,2,258409
chr2:258662,2,258662
chr2:258851,2,258851
chr2:258852,2,258852
chr2:258896,2,258896
chr2:258961,2,258961
chr2:258965,2,258965
chr2:258971,2,258971
chr2:259158,2,259158
chr2:259235,2,259235
chr2:259284,2,259284
chr2:259410,2,259410
chr2:259419,2,259419
chr2:259451,2,259451
chr2:259521,2,259521
chr2:265831,2,265831
chr2:266107,2,266107
chr2:266250,2,266250
chr2:266324,2,266324
chr2:266358,2,266358
chr2:266478,2,266478
chr2:266551,2,266551
chr2:266622,2,266622
chr2:266791,2,266791
chr2:266952,2,266952
chr2:267100,2,267100
chr2:267481,2,267481
chr2:267510,2,267510
chr2:267525,2,267525
chr2:267594,2,267594
chr2:269396,2,269396
chr2:269653,2,269653
chr2:274614,2,274614
chr2:277912,2,277912
chr2:278218,2,278218
chr2:278379,2,278379
chr2:279910,2,279910
chr2:283431,2,283431
chr2:283573,2,283573
chr2:283729,2,283729
chr2:286762,2,286762
chr2:287483,2,287483
chr2:290619,2,290619
chr2:291464,2,291464
chr2:292835,2,292835
chr2:295710,2,295710
chr2:295912,2,295912
chr2:296198,2,296198
chr2:297226,2,297226
chr2:297610,2,297610
chr2:298141,2,298141
chr2:298721,2,298721
chr2:298966,2,298966
chr2:298990,2,298990
chr2:299034,2,299034
chr2:299174,2,299174
chr2:299196,2,299196
chr2:299389,2,299389
chr2:299524,2,299524
chr2:299551,2,299551
chr2:299680,2,299680
chr2:299708,2,299708
chr2:299759,2,299759
chr2:299803,2,299803
chr2:300111,2,300111
chr2:300931,2,300931
chr2:301002,2,301002
chr2:301044,2,301044
chr2:301399,2,301399
chr2:301406,2,301406
chr2:301455,2,301455
chr2:301549,2,301549
chr2:301569,2,301569
chr2:301570,2,301570
chr2:301710,2,301710
chr2:301937,2,301937
chr2:302104,2,302104
chr2:302245,2,302245
chr2:302473,2,302473
chr2:302839,2,302839
chr2:303125,2,303125
chr2:303528,2,303528
chr2:304691,2,304691
chr2:308097,2,308097
chr2:308890,2,308890
chr2:308989,2,308989
chr2:309402,2,309402
chr2:310030,2,310030
chr2:310113,2,310113
chr2:310972,2,310972
chr2:312659,2,312659
chr2:314198,2,314198
chr2:315267,2,315267
chr2:315318,2,315318
chr2:315453,2,315453
chr2:316693,2,316693
chr2:318379,2,318379
chr2:319900,2,319900
chr2:320188,2,320188
chr2:320415,2,320415
chr2:320539,2,320539
chr2:320583,2,320583
chr2:320597,2,320597
chr2:320632,2,320632
chr2:320638,2,320638
chr2:320644,2,320644
chr2:320656,2,320656
chr2:320788,2,320788
chr2:320851,2,320851
chr2:320886,2,320886
chr2:320988,2,320988
chr2:321385,2,321385
chr2:321438,2,321438
chr2:321553,2,321553
chr2:321906,2,321906
chr2:322122,2,322122
chr2:322182,2,322182
chr2:322479,2,322479
chr2:322610,2,322610
chr2:322620,2,322620
chr2:322797,2,322797
chr2:322869,2,322869
chr2:322968,2,322968
chr2:323106,2,323106
chr2:323184,2,323184
chr2:323214,2,323214
chr2:323577,2,323577
chr2:324106,2,324106
chr2:324220,2,324220
chr2:324455,2,324455
chr2:324525,2,324525
chr2:324887,2,324887
chr2:324926,2,324926
chr2:325007,2,325007
chr2:325175,2,325175
chr2:325202,2,325202
chr2:325533,2,325533
chr2:325550,2,325550
chr2:325595,2,325595
chr2:325701,2,325701
chr2:326112,2,326112
chr2:326179,2,326179
chr2:326297,2,326297
chr2:326357,2,326357
chr2:326372,2,326372
chr2:326394,2,326394
chr2:326660,2,326660
chr2:326680,2,326680
chr2:326704,2,326704
chr2:326734,2,326734
chr2:326744,2,326744
chr2:326754,2,326754
chr2:326757,2,326757
chr2:326758,2,326758
chr2:326765,2,326765
chr2:326776,2,326776
chr2:326899,2,326899
chr2:326919,2,326919
chr2:327083,2,327083
chr2:327098,2,327098
chr2:327156,2,327156
chr2:327179,2,327179
chr2:327300,2,327300
chr2:327315,2,327315
chr2:327363,2,327363
chr2:327403,2,327403
chr2:327596,2,327596
chr2:327608,2,327608
chr2:327972,2,327972
chr2:327989,2,327989
chr2:328001,2,328001
chr2:328068,2,328068
chr2:328093,2,328093
chr2:328179,2,328179
chr2:328278,2,328278
chr2:328525,2,328525
chr2:328531,2,328531
chr2:328557,2,328557
chr2:328647,2,328647
chr2:328908,2,328908
chr2:329472,2,329472
chr2:329583,2,329583
chr2:329654,2,329654
chr2:329730,2,329730
chr2:329757,2,329757
chr2:329976,2,329976
chr2:330203,2,330203
chr2:330495,2,330495
chr2:330647,2,330647
chr2:331253,2,331253
chr2:331350,2,331350
chr2:331446,2,331446
chr2:331527,2,331527
chr2:331557,2,331557
chr2:331783,2,331783
chr2:331804,2,331804
chr2:331937,2,331937
chr2:331973,2,331973
chr2:332399,2,332399
chr2:332412,2,332412
chr2:332422,2,332422
chr2:332441,2,332441
chr2:332452,2,332452
chr2:332471,2,332471
chr2:332654,2,332654
chr2:332691,2,332691
chr2:332772,2,332772
chr2:332940,2,332940
chr2:332992,2,332992
chr2:333015,2,333015
chr2:333043,2,333043
chr2:333044,2,333044
chr2:333127,2,333127
chr2:333129,2,333129
chr2:333194,2,333194
chr2:333196,2,333196
chr2:333214,2,333214
chr2:333254,2,333254
chr2:333270,2,333270
chr2:333321,2,333321
chr2:333347,2,333347
chr2:333382,2,333382
chr2:334051,2,334051
chr2:334070,2,334070
chr2:334452,2,334452
chr2:335046,2,335046
chr2:335310,2,335310
chr2:336060,2,336060
chr2:336720,2,336720
chr2:336747,2,336747
chr2:337074,2,337074
chr2:337088,2,337088
chr2:337181,2,337181
chr2:337320,2,337320
chr2:337526,2,337526
chr2:337567,2,337567
chr2:337611,2,337611
chr2:337897,2,337897
chr2:338656,2,338656
chr2:338664,2,338664
chr2:339083,2,339083
chr2:339200,2,339200
chr2:339326,2,339326
chr2:339413,2,339413
chr2:339511,2,339511
chr2:339542,2,339542
chr2:339674,2,339674
chr2:339739,2,339739
chr2:339902,2,339902
chr2:339903,2,339903
chr2:339966,2,339966
chr2:340305,2,340305
chr2:340644,2,340644
chr2:340743,2,340743
chr2:340824,2,340824
chr2:341038,2,341038
chr2:341186,2,341186
chr2:341216,2,341216
chr2:341233,2,341233
chr2:341309,2,341309
chr2:341391,2,341391
chr2:341451,2,341451
chr2:341546,2,341546
chr2:341567,2,341567
chr2:341715,2,341715
chr2:341837,2,341837
chr2:341985,2,341985
chr2:342004,2,342004
chr2:342023,2,342023
chr2:342025,2,342025
chr2:342041,2,342041
chr2:342383,2,342383
chr2:342642,2,342642
chr2:342723,2,342723
chr2:343086,2,343086
chr2:343406,2,343406
chr2:343713,2,343713
chr2:343838,2,343838
chr2:343845,2,343845
chr2:343970,2,343970
chr2:344093,2,344093
chr2:344186,2,344186
chr2:344211,2,344211
chr2:344225,2,344225
chr2:344282,2,344282
chr2:344409,2,344409
chr2:344668,2,344668
chr2:344938,2,344938
chr2:345172,2,345172
chr2:345288,2,345288
chr2:345609,2,345609
chr2:346082,2,346082
chr2:346270,2,346270
chr2:346363,2,346363
chr2:346437,2,346437
chr2:346636,2,346636
chr2:346663,2,346663
chr2:346741,2,346741
chr2:347020,2,347020
chr2:347227,2,347227
chr2:347231,2,347231
chr2:347317,2,347317
chr2:347559,2,347559
chr2:347560,2,347560
chr2:347777,2,347777
chr2:347803,2,347803
chr2:347856,2,347856
chr2:347935,2,347935
chr2:348625,2,348625
chr2:348820,2,348820
chr2:349415,2,349415
chr2:351083,2,351083
chr2:351335,2,351335
chr2:352302,2,352302
chr2:352469,2,352469
chr2:352562,2,352562
chr2:353612,2,353612
chr2:353618,2,353618
chr2:353620,2,353620
chr2:353630,2,353630
chr2:353632,2,353632
chr2:353634,2,353634
chr2:355349,2,355349
chr2:355626,2,355626
chr2:355836,2,355836
chr2:357199,2,357199
chr2:358948,2,358948
chr2:359006,2,359006
chr2:359116,2,359116
chr2:359471,2,359471
chr2:359576,2,359576
chr2:359654,2,359654
chr2:359662,2,359662
chr2:359957,2,359957
chr2:359978,2,359978
chr2:360477,2,360477
chr2:360862,2,360862
chr2:361468,2,361468
chr2:361648,2,361648
chr2:361669,2,361669
chr2:362082,2,362082
chr2:362354,2,362354
chr2:362377,2,362377
chr2:362638,2,362638
chr2:362688,2,362688
chr2:362702,2,362702
chr2:362748,2,362748
chr2:362789,2,362789
chr2:362800,2,362800
chr2:362833,2,362833
chr2:362997,2,362997
chr2:363108,2,363108
chr2:363123,2,363123
chr2:363144,2,363144
chr2:363190,2,363190
chr2:363228,2,363228
chr2:363277,2,363277
chr2:363362,2,363362
chr2:363386,2,363386
chr2:363408,2,363408
chr2:363414,2,363414
chr2:363508,2,363508
chr2:363517,2,363517
chr2:363574,2,363574
chr2:363588,2,363588
chr2:363616,2,363616
chr2:363700,2,363700
chr2:363721,2,363721
chr2:363749,2,363749
chr2:363755,2,363755
chr2:363765,2,363765
chr2:363888,2,363888
chr2:363954,2,363954
chr2:364024,2,364024
chr2:364073,2,364073
chr2:364161,2,364161
chr2:364199,2,364199
chr2:364373,2,364373
chr2:364408,2,364408
chr2:364419,2,364419
chr2:364642,2,364642
chr2:364725,2,364725
chr2:364895,2,364895
chr2:365120,2,365120
chr2:365126,2,365126
chr2:365306,2,365306
chr2:365326,2,365326
chr2:365525,2,365525
chr2:365830,2,365830
chr2:365863,2,365863
chr2:366047,2,366047
chr2:366120,2,366120
chr2:366264,2,366264
chr2:366323,2,366323
chr2:366754,2,366754
chr2:366921,2,366921
chr2:366936,2,366936
chr2:366946,2,366946
chr2:367200,2,367200
chr2:367429,2,367429
