eQTL_gene_id,eQTL_gene,chromosome,eQTL_peak,eQTL_left,eQTL_right,eQTL_LOD,eQTL_gene_dist,eQTL_cis,eQTL_gene_description
YBR168W,PEX32,1,50024,33040,66033,7.020925795,,False,"""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p"""
YBR182C,SMP1,1,59659,33040,71601,3.267990444,,False,"""MADS-box transcription factor involved in osmotic stress response; SMP1 has a paralog ; RLM1 ; that arose from the whole genome duplication"""
YBR183W,YPC1,1,49589,33040,71601,3.120751825,,False,"""Alkaline ceramidase; also has reverse (CoA-independent) ceramide synthase activity; catalyzes both breakdown and synthesis of phytoceramide; overexpression confers fumonisin B1 resistance; YPC1 has a paralog ; YDC1 ; that arose from the whole genome duplication"""
YBR218C,PYC2,1,56888,33040,60165,3.540161868,,False,"""Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc1p; mutations in the human homolog are associated with lactic acidosis; PYC2 has a paralog ; PYC1 ; that arose from the whole genome duplication"""
YBR229C,ROT2,1,45522,33293,56904,4.288391889,,False,"""Glucosidase II catalytic subunit; required to trim the final glucose in N-linked glycans; required for normal cell wall synthesis; mutations in rot2 suppress tor2 mutations ; and are synthetically lethal with rot1 mutations"""
YBR230C,OM14,1,131539,39901,167326,3.239642447,,False,"""Mitochondrial outer membrane receptor for cytosolic ribosomes; integral protein of the outer membrane that interacts with the nascent chain-associated complex (NAC) bound to ribosomes ; contributing to co-translational mitochondrial import; interacts with porin (Por1p) and Om45p; abundance is decreased in cells grown in glucose relative to other carbon sources"""
YBR231C,SWC5,1,128704,128302,170564,3.732535413,,False,"""Component of the SWR1 complex; complex exchanges histone variant H2AZ (Htz1p) for chromatin-bound histone H2A; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia"""
YBR239C,ERT1,1,58490,33040,74327,4.607759328,,False,"""Transcriptional regulator; involved in regulation of gluconeogenesis and fermentable carbon utilization; GFP-fusion protein localizes to cytoplasm ; nucleus; null mutation affects periodicity of transcriptional and metabolic oscillation; plays role in restricting Ty1 transposition; member of the zinc cluster family of proteins ; similar to Rds2p"""
YBR241C,VVS1,1,131539,128704,135325,5.083541236,,False,"""Putative transporter ; member of the sugar porter family; localizes to the vacuolar membrane; non-essential gene; upregulated by and required for tolerance to 4-Methylcyclohexane methanol; YBR241C has a paralog ; VPS73 ; that arose from the whole genome duplication"""
YBR260C,RGD1,1,58073,33040,68621,2.977031348,,False,"""GTPase-activating protein (RhoGAP) for Rho3p and Rho4p; involved in repolarization of actin cytoskeleton during adaptation to heat shock stress; phosphorylated by Pkc1p"""
YBR268W,MRPL37,1,130362,114628,143806,3.245299907,,False,"""Mitochondrial ribosomal protein of the large subunit"""
YBR272C,HSM3,1,131539,109735,167326,2.868852268,,False,"""Evolutionarily conserved 19S regulatory particle assembly-chaperone; involved in the assembly of the base subcomplex of the 19S proteasomal regulatory particle (RP); involved in DNA mismatch repair during slow growth; weak similarity to Msh1p; structural study suggests Hsm3p is a scaffold protein for Rpt1p-Rpt2p complex formation; ortholog of human 19S subunit S5b"""
YBR286W,APE3,1,51287,33040,55688,4.778402251,,False,"""Vacuolar aminopeptidase Y; processed to mature form by Prb1p"""
YBR287W,YBR287W,1,112136,109735,154084,4.563813347,,False,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene"""
YCL063W,VAC17,1,76368,74327,177285,2.894942296,,False,"""Phosphoprotein involved in vacuole inheritance; degraded in late M phase of the cell cycle; acts as a vacuole-specific receptor for myosin Myo2p; involved in regulation of asymmetric inheritance of aggregated/misfolded proteins and age reset"""
YCL059C,KRR1,1,131539,128302,135417,3.736509445,,False,"""Nucleolar protein required for rRNA synthesis and ribosomal assembly; required for the synthesis of 18S rRNA and for the assembly of 40S ribosomal subunit; essential gene"""
YCL050C,APA1,1,170564,129517,179578,6.091318964,,False,"""AP4A phosphorylase; bifunctional diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase and ADP sulfurylase involved in catabolism of bis(5'-nucleosidyl) tetraphosphates; catalyzes phosphorolysis of dinucleoside oligophosphates ; cleaving substrates' alpha/beta-anhydride bond and introducing Pi into the beta-position of the corresponding NDP formed; protein abundance increases under DNA replication stress; APA1 has a paralog ; APA2 ; that arose from the whole genome duplication"""
YCL049C,YCL049C,1,114652,81999,157927,3.333136193,,False,"""Protein of unknown function; localizes to membrane fraction; YCL049C is not an essential gene"""
YCL048W-A,YCL048W-A,1,51287,37008,60912,4.281560333,,False,"""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCL048W-A has a paralog ; YDR524C-B ; that arose from the whole genome duplication"""
YCL026C-B,HBN1,1,35818,33040,55688,3.888441054,,False,"""Protein of unknown function; similar to bacterial nitroreductases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; protein becomes insoluble upon intracellular iron depletion; protein abundance increases in response to DNA replication stress"""
YCL024W,KCC4,1,40914,33040,60912,3.212516207,,False,"""Protein kinase of the bud neck involved in the septin checkpoint; associates with septin proteins ; negatively regulates Swe1p by phosphorylation ; shows structural homology to bud neck kinases Gin4p and Hsl1p; KCC4 has a paralog ; GIN4 ; that arose from the whole genome duplication"""
YCL011C,GBP2,1,76368,74572,82431,5.068975783,,False,"""Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preference for intron-containing genes; similar to Npl3p; also binds single-stranded telomeric repeat sequence in vitro; relocalizes to the cytosol in response to hypoxia; GBP2 has a paralog ; HRB1 ; that arose from the whole genome duplication"""
YCL008C,STP22,1,131980,128302,138257,3.977410967,,False,"""Component of the ESCRT-I complex; ESCRT-I is involved in ubiquitin-dependent sorting of proteins into the endosome; prevents polyubiquitination of the arrestin-related protein Rim8p ; thereby directing its monoubiquitination by Rsp5p; homologous to the mouse and human Tsg101 tumor susceptibility gene; mutants exhibit a Class E Vps phenotype;"""
YCR011C,ADP1,1,131539,128302,135417,3.819455563,,False,"""Putative ATP-dependent permease of the ABC transporter family"""
YCR016W,YCR016W,1,131980,128302,177285,3.062249945,,False,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus and nucleus; predicted to be involved in ribosome biogenesis"""
YCR018C-A,YCR018C-A,1,130362,119344,189123,6.482739817,,False,"""Putative protein of unknown function; encoded opposite a Ty1 LTR"""
YCR036W,RBK1,1,55145,42527,56904,11.19133979,,False,"""Ribokinase ; phosphorylates ribose to ribose5phosphate; required for recycling ribose during nucleotide metabolism"""
YCR063W,BUD31,1,51287,33040,67269,3.273929633,,False,"""Component of the SF3b subcomplex of the U2 snRNP; increases efficiency of first and second step pre-mRNA splicing; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; facilitates passage through G1/S Start ; but is not required for G2/M transition or exit from mitosis"""
YDL237W,AIM6,1,112136,94351,189123,2.97385987,,False,"""Protein of unknown function; required for respiratory growth; YDL237W is not an essential gene"""
YDL234C,GYP7,1,131539,129517,171961,3.097822876,,False,"""GTPase-activating protein for yeast Rab family members; members include Ypt7p (most effective) ; Ypt1p ; Ypt31p ; and Ypt32p (in vitro); involved in vesicle mediated protein trafficking; contains a PH-like domain"""
YDL230W,PTP1,1,131539,129517,167326,3.795331243,,False,"""Phosphotyrosine-specific protein phosphatase; dephosphorylates a broad range of substrates in vivo ; including Fpr3p; localized to the cytoplasm and the mitochondria; proposed to be a negative regulator of filamentation"""
YDL229W,SSB1,1,131539,129517,144826,3.940424872,,False,"""Cytoplasmic ATPase that is a ribosome-associated molecular chaperone; functions with J-protein partner Zuo1p; may be involved in folding of newly-made polypeptide chains; member of the HSP70 family; interacts with phosphatase subunit Reg1p; SSB1 has a paralog ; SSB2 ; that arose from the whole genome duplication"""
YDL222C,FMP45,1,39901,33040,59496,3.043188551,,False,"""Integral membrane protein localized to mitochondria; required for sporulation and maintaining sphingolipid content; similar to SUR7; FMP45 has a paralog ; YNL194C ; that arose from the whole genome duplication"""
YDL220C,CDC13,1,170564,156314,179578,3.820272686,,False,"""Single stranded DNA-binding protein found at TG1-3 telomere G-tails; key roles in regulation of telomerase ; telomere end protection ; conventional telomere replication; regulates telomere replication through recruitment of specific sub-complexes ; essential function is telomere capping; forms homodimer via N-terminus; disruption of dimerization leads to short telomeres; autophagy and proteasome are involved in Cdc13p degradation; differentially phosphorylated through cell cycle"""
YDL208W,NHP2,1,131980,128302,167326,3.571492939,,False,"""Protein related to mammalian high mobility group (HMG) proteins; nuclear protein; essential for function of H/ACA-type snoRNPs ; which are involved in 18S rRNA processing"""
YDL188C,PPH22,1,131539,109735,167326,2.882645446,,False,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph21p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; protein abundance increases in response to DNA replication stress; dephosphorylates Tel1p/Mec1p-phosphorylated Cdc13p to promote telomerase release from telomeres at G2/M; PPH22 has a paralog ; PPH21 ; that arose from the whole genome duplication"""
YDL169C,UGX2,1,131539,129517,136153,2.915180541,,False,"""Protein of unknown function; transcript accumulates in response to any combination of stress conditions"""
YDL153C,SAS10,1,132618,128302,179578,3.062048862,,False,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit; disrupts silencing when overproduced; mutant has increased aneuploidy tolerance; essential gene"""
YDL144C,YDL144C,1,131539,128704,167326,3.034856344,,False,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YDL144C is not an essential gene; protein abundance increases in response to DNA replication stress"""
YDL139C,SCM3,1,53266,33040,81442,2.919707782,,False,"""Nonhistone component of centromeric chromatin; binds to histone H3 variant ; Cse4p ; and recruits it to centromeres; involved in the assembly and maintenance of Cse4-H4 at centromeres; required for kinetochore assembly and G2/M progression; may protect Cse4p from ubiquitination; homolog of mammalian HJURP"""
YDL134C,PPH21,1,131539,128704,166222,3.260840802,,False,"""Catalytic subunit of protein phosphatase 2A ; PP2A; functionally redundant with Pph22p; C-terminally methylated; forms alternate complexes with several regulatory subunits; involved in signal transduction and regulation of mitosis; forms nuclear foci upon DNA replication stress; PPH21 has a paralog ; PPH22 ; that arose from the whole genome duplication"""
YDL133W,SRF1,1,131539,129517,167326,3.29295943,,False,"""Regulator of phospholipase D (Spo14p); interacts with Spo14p and regulates its catalytic activity; capable of buffering the toxicity of C16:0 platelet activating factor ; a lipid that accumulates intraneuronally in Alzheimer's patients"""
YDL129W,YDL129W,1,132618,109735,142111,3.312993128,,False,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and the nucleus; YDL129W is not an essential gene; relative distribution to the nucleus increases upon DNA replication stress"""
YDL111C,RRP42,1,39795,33040,54175,7.283004551,,False,"""Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7)"""
