snp_marker,PPI,DRUG,piQTL_EFFECTSIZE_abs,piQTL,eQTL,pQTL,overlap_category
chr15:484698,SSH1_ERG11,5-FC,0.602347472,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SSH1_ERG11,Metformin,0.398903534,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SSH1_ERG11,noDrug,0.587664501,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,SSH1_ORM2,Metformin,0.525744306,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_MID2,Metformin,0.387962954,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TCB2,5-FC,0.618155629,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TCB2,Metformin,0.515887817,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TCB2,noDrug,0.523220859,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TPO2,5-FC,0.466349315,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TPO2,Trifluoperazine,0.589171467,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:484698,TPO1_TPO2,noDrug,0.681051057,ALO1_UIP4(5-FC);ALO1_UIP4(Metformin);ALO1_UIP4(Trifluoperazine);ALO1_UIP4(noDrug);ERG11_ACF2(Metformin);ERG11_ERG5(Trifluoperazine);ERG11_ERV25(5-FC);ERG11_ERV25(noDrug);ERG11_MID2(5-FC);ERG11_MID2(Trifluoperazine);ERG11_MID2(noDrug);ERG11_ORM2(noDrug);ERG11_PIS1(5-FC);ERG11_PIS1(Trifluoperazine);ERG11_PIS1(noDrug);ERG11_TPO4(5-FC);ERG27_ACF2(Metformin);ERV25_ERG5(5-FC);ERV25_ERG5(Trifluoperazine);FMP45_MEP1(5-FC);FMP45_MID2(Metformin);HNM1_ERG11(5-FC);HNM1_ERG11(Metformin);HNM1_MID2(Metformin);HNM1_TPO4(Metformin);HUG1_ALO1(Metformin);HUG1_PGM2(Metformin);MID2_PIN2(5-FC);MID2_PIN2(Metformin);MID2_RSN1(5-FC);MID2_RSN1(Metformin);MID2_TPO2(Metformin);MID2_TPO2(Trifluoperazine);MID2_TPO4(Metformin);PMC1_CTR2(Metformin);RET2_EMP47(Metformin);RET2_EMP70(5-FC);SNA4_GTR2(5-FC);SRO9_DHH1(Metformin);SRO9_SGN1(5-FC);SRO9_SGN1(Trifluoperazine);SRO9_SGN1(noDrug);SSH1_ERG11(5-FC);SSH1_ERG11(Metformin);SSH1_ERG11(noDrug);SSH1_ORM2(Metformin);TPO1_MID2(Metformin);TPO1_TCB2(5-FC);TPO1_TCB2(Metformin);TPO1_TCB2(noDrug);TPO1_TPO2(5-FC);TPO1_TPO2(Trifluoperazine);TPO1_TPO2(noDrug),,,piQTL_only
chr15:487554,ERG11_TPO4,Fluconazole,0.487097589,ERG11_TPO4(Fluconazole),SLM5;VPS55,,eQTL_only
chr15:525000,SRO9_GIS2,Fluconazole,0.496059744,SRO9_GIS2(Fluconazole),,,piQTL_only
chr15:859618,ADE17_PGM2,Trifluoperazine,0.533036542,ADE17_PGM2(Trifluoperazine),,,piQTL_only
chr15:867290,ADE17_PGM2,Trifluoperazine,0.577217299,ADE17_PGM2(Trifluoperazine),,ARO4;LYS20,pQTL_only
chr15:870871,ADE17_PGM2,noDrug,0.500377952,ADE17_PGM2(noDrug),,ADH4; ZRG5;SSA2;PGK1,pQTL_only
chr15:863468,ERG11_TPO4,5-FC,0.503028491,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:863468,ERG27_ACF2,Trifluoperazine,0.548501242,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:863468,ERV25_EMP47,Trifluoperazine,0.618841061,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:863468,ERV25_UIP4,noDrug,0.64651889,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:863468,FMP45_MEP1,Metformin,0.473912897,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:863468,SRO9_DHH1,Fluconazole,0.593258426,ERG11_TPO4(5-FC);ERG27_ACF2(Trifluoperazine);ERV25_EMP47(Trifluoperazine);ERV25_UIP4(noDrug);FMP45_MEP1(Metformin);SRO9_DHH1(Fluconazole),,,piQTL_only
chr15:877112,ADE17_PGM2,Trifluoperazine,1.325353565,ADE17_PGM2(Trifluoperazine);ADE17_PGM2(noDrug);ERV25_ERG5(Trifluoperazine),,,piQTL_only
chr15:877112,ADE17_PGM2,noDrug,1.035483101,ADE17_PGM2(Trifluoperazine);ADE17_PGM2(noDrug);ERV25_ERG5(Trifluoperazine),,,piQTL_only
chr15:877112,ERV25_ERG5,Trifluoperazine,1.063663438,ADE17_PGM2(Trifluoperazine);ADE17_PGM2(noDrug);ERV25_ERG5(Trifluoperazine),,,piQTL_only
chr15:887134,ADE17_PGM2,Trifluoperazine,0.584102813,ADE17_PGM2(Trifluoperazine),YEL023C;ATG34,,eQTL_only
chr15:880049,ERG11_ERV25,noDrug,0.421775136,ERG11_ERV25(noDrug),,URA1;RNR4; CRT3,pQTL_only
chr15:887279,FMP45_MEP1,Metformin,0.470625812,FMP45_MEP1(Metformin),,,piQTL_only
chr16:56655,HUG1_ADE17,5-FC,2.119711097,HUG1_ADE17(5-FC),,,piQTL_only
chr1:68621,SSH1_PIS1,5-FC,0.750117584,SSH1_PIS1(5-FC);SSH1_PIS1(Metformin);SSH1_PIS1(Trifluoperazine);SSH1_PIS1(noDrug),,,piQTL_only
chr1:68621,SSH1_PIS1,Metformin,0.596248308,SSH1_PIS1(5-FC);SSH1_PIS1(Metformin);SSH1_PIS1(Trifluoperazine);SSH1_PIS1(noDrug),,,piQTL_only
chr1:68621,SSH1_PIS1,Trifluoperazine,0.695319223,SSH1_PIS1(5-FC);SSH1_PIS1(Metformin);SSH1_PIS1(Trifluoperazine);SSH1_PIS1(noDrug),,,piQTL_only
chr1:68621,SSH1_PIS1,noDrug,0.669136259,SSH1_PIS1(5-FC);SSH1_PIS1(Metformin);SSH1_PIS1(Trifluoperazine);SSH1_PIS1(noDrug),,,piQTL_only
chr16:156560,SRO9_SGN1,Metformin,0.24022453,SRO9_SGN1(Metformin),,,piQTL_only
chr16:228836,HNM1_MID2,Metformin,0.2530019,HNM1_MID2(Metformin),,,piQTL_only
chr16:225111,SNA4_VAC8,Metformin,0.316513017,SNA4_VAC8(Metformin),,,piQTL_only
chr16:246835,ERG11_HYR1,5-FC,0.539438787,ERG11_HYR1(5-FC);GTR1_SLM4(Trifluoperazine),,RRB1;VMA13; CLS11,pQTL_only
chr16:246835,GTR1_SLM4,Trifluoperazine,0.812956582,ERG11_HYR1(5-FC);GTR1_SLM4(Trifluoperazine),,RRB1;VMA13; CLS11,pQTL_only
chr16:388383,MID2_TPO2,5-FC,0.60472225,MID2_TPO2(5-FC);MID2_WSC2(5-FC),,,piQTL_only
chr16:388383,MID2_WSC2,5-FC,0.567243355,MID2_TPO2(5-FC);MID2_WSC2(5-FC),,,piQTL_only
chr16:385700,MID2_WSC2,Trifluoperazine,0.574505448,MID2_WSC2(Trifluoperazine),,,piQTL_only
chr16:591786,ALO1_HYR1,Fluconazole,0.656108772,ALO1_HYR1(Fluconazole),,,piQTL_only
chr16:585943,ERV25_PIS1,5-FC,0.597756086,ERV25_PIS1(5-FC),,,piQTL_only
chr16:587778,FMP45_HNM1,noDrug,0.560261362,FMP45_HNM1(noDrug);FMP45_MID2(Trifluoperazine),,COX13,pQTL_only
chr16:586993,FMP45_MID2,5-FC,0.622866881,FMP45_MID2(5-FC);HNM1_RBD2(noDrug),,ABF2; HIM1;ACH1;AIM2;BMH1;BMH2;CDC48;LIA1; MMD1;TEF4; EFC1;UGA1;GLT1;GRE3;SSA1;HSP78;MET3;RAS2;MES1;THS1;ZRT1,pQTL_only
chr16:587778,FMP45_MID2,Trifluoperazine,0.564919902,FMP45_HNM1(noDrug);FMP45_MID2(Trifluoperazine),,COX13,pQTL_only
chr16:587395,FMP45_MID2,noDrug,0.603558312,FMP45_MID2(noDrug);HNM1_RBD2(Trifluoperazine),,ACT1;MVD1;UTH1,pQTL_only
chr16:587395,HNM1_RBD2,Trifluoperazine,0.518593816,FMP45_MID2(noDrug);HNM1_RBD2(Trifluoperazine),,ACT1;MVD1;UTH1,pQTL_only
chr16:586993,HNM1_RBD2,noDrug,0.497009709,FMP45_MID2(5-FC);HNM1_RBD2(noDrug),,ABF2; HIM1;ACH1;AIM2;BMH1;BMH2;CDC48;LIA1; MMD1;TEF4; EFC1;UGA1;GLT1;GRE3;SSA1;HSP78;MET3;RAS2;MES1;THS1;ZRT1,pQTL_only
chr16:622910,HNM1_RBD2,Fluconazole,0.477433829,HNM1_RBD2(Fluconazole),,,piQTL_only
chr3:1933,MID2_WSC2,Fluconazole,0.690455762,MID2_WSC2(Fluconazole),,,piQTL_only
chr16:786427,ERG11_ORM2,5-FC,1.835347024,ERG11_ORM2(5-FC),,DYS1;DPH5;END3;LYS9; LYS13;PUP3;RNR4; CRT3;PET123,pQTL_only
chr16:836372,ADE17_GIS2,Fluconazole,0.44568902,ADE17_GIS2(Fluconazole);ALO1_ADE17(5-FC);ALO1_ADE17(Trifluoperazine);ALO1_ADE17(noDrug);ERG11_ACF2(5-FC);ERG11_ACF2(noDrug);ERG11_ORM2(5-FC);ERG11_PIS1(noDrug);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);ERV25_UIP4(Trifluoperazine);HNM1_TPO2(5-FC);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);HUG1_PGM2(Trifluoperazine);HUG1_PGM2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(noDrug);SRO9_GIS2(noDrug);TPO1_TPO2(noDrug),,,piQTL_only
chr16:836372,ALO1_ADE17,5-FC,0.714236331,ADE17_GIS2(Fluconazole);ALO1_ADE17(5-FC);ALO1_ADE17(Trifluoperazine);ALO1_ADE17(noDrug);ERG11_ACF2(5-FC);ERG11_ACF2(noDrug);ERG11_ORM2(5-FC);ERG11_PIS1(noDrug);ERG27_ACF2(noDrug);ERV25_UIP4(5-FC);ERV25_UIP4(Trifluoperazine);HNM1_TPO2(5-FC);HUG1_ALO1(5-FC);HUG1_ALO1(noDrug);HUG1_PGM2(Trifluoperazine);HUG1_PGM2(noDrug);PLM2_HNM1(5-FC);PLM2_HNM1(noDrug);PMC1_CTR2(5-FC);PMC1_CTR2(noDrug);PMC1_GTR2(Trifluoperazine);PMC1_GTR2(noDrug);SRO9_DHH1(noDrug);SRO9_GIS2(noDrug);TPO1_TPO2(noDrug),,,piQTL_only
chr16:831753,ALO1_ADE17,Metformin,0.549320546,ALO1_ADE17(Metformin);ERV25_UIP4(Metformin);ERV25_UIP4(noDrug);HNM1_ERG11(noDrug);HNM1_MID2(noDrug);HUG1_ADE17(Metformin);HUG1_ADE17(noDrug);RET2_EMP70(Trifluoperazine),,,piQTL_only
