pQTL_protein,pQTL_commonName,pVal,beta,isQtn,index,chromosome,pQTL_peak,dist,cis_trans,pQTL_effect,SNP,pQTL_left,pQTL_right,pQTL_cis
YBR085W,AAC3,4.729911771,0.124515802,0,635,2,510140,93240.0,trans,0.124515802,635,498324,524731,False
YBR085W,AAC3,4.619365947,0.117630169,0,5190,8,345499,inf,trans,0.117630169,5190,342706,360938,False
YBR085W,AAC3,4.401228827,-0.147829721,0,7127,11,358455,inf,trans,0.147829721,7127,356064,362171,False
YEL058W,PCM1; AGM1,9.818551602,-0.212074773,1,11680,16,572345,inf,trans,0.212074773,11680,572345,572345,False
YEL058W,PCM1; AGM1,5.993454067,-0.183047329,0,10192,15,172074,inf,trans,0.183047329,10192,165912,184082,False
YDR214W,AHA1,12.4610075,-0.221546807,0,1279,4,49408,843464.0,trans,0.221546807,1279,37106,60460,False
YDR214W,AHA1,7.346699374,-0.310678362,1,2057,4,747529,145343.0,trans,0.310678362,2057,747523,747529,False
YDR214W,AHA1,6.693035323,-0.602471781,0,3389,5,561746,inf,trans,0.602471781,3389,555454,563372,False
YDR214W,AHA1,5.833785532,0.146575641,0,2198,4,892444,428.0,cis,0.146575641,2198,863802,896785,True
YDR214W,AHA1,5.667863762,0.145618982,0,1922,4,608349,284523.0,trans,0.145618982,1922,597710,614738,False
YLR109W,AHP1,6.166921506,0.447937144,0,7031,11,231612,inf,trans,0.447937144,7031,231612,231612,False
YLR109W,AHP1,5.912719296,0.320245635,0,4647,7,876941,inf,trans,0.320245635,4647,876941,876941,False
YLR109W,AHP1,5.909040228,-0.959082744,0,10777,15,785154,inf,trans,0.959082744,10777,785154,785154,False
YLR109W,AHP1,5.001381084,-0.318742102,0,9265,14,6946,inf,trans,0.318742102,9265,6941,6946,False
YAL049C,AIM2,13.78770378,0.264500727,0,10191,15,171671,inf,trans,0.264500727,10191,165912,184082,False
YAL049C,AIM2,7.17490721,0.206974376,0,11699,16,586993,inf,trans,0.206974376,11699,572464,593213,False
YAL049C,AIM2,6.277064282,-0.377178453,0,1676,4,383923,inf,trans,0.377178453,1676,383923,383923,False
YAL049C,AIM2,5.388989685,-0.189414292,0,8463,13,61764,inf,trans,0.189414292,8463,55098,75198,False
YAL049C,AIM2,4.99488254,-0.215310608,0,10438,15,448815,inf,trans,0.215310608,10438,448815,448820,False
YDR063W,AIM7,21.64073238,0.300314432,0,1883,4,578512,149.0,cis,0.300314432,1883,563928,591983,True
YDR063W,AIM7,7.394274491,0.869680179,0,3121,5,266246,inf,trans,0.869680179,3121,266246,266246,False
YDR063W,AIM7,6.849529019,0.350207586,0,896,3,757,inf,trans,0.350207586,896,757,757,False
YDR063W,AIM7,6.416635493,1.067571777,0,10777,15,785154,inf,trans,1.067571777,10777,785154,785154,False
YDR063W,AIM7,6.398539539,-0.145823033,1,1329,4,86904,491757.0,trans,0.145823033,1329,76499,92317,False
YDR063W,AIM7,6.339515711,0.383038388,0,3856,6,270132,inf,trans,0.383038388,3856,270132,270132,False
YDR063W,AIM7,6.079025132,-0.509738721,0,8582,13,179719,inf,trans,0.509738721,8582,179719,179719,False
YDR063W,AIM7,5.908648214,-0.307470155,0,10891,15,911748,inf,trans,0.307470155,10891,911748,911748,False
YDR063W,AIM7,5.007117832,0.504303806,0,876,2,801689,inf,trans,0.504303806,876,801689,801690,False
YDR063W,AIM7,4.369798678,-0.34326072,0,196,2,9418,inf,trans,0.34326072,196,9418,9418,False
YDR063W,AIM7,4.339992856,0.446432346,0,993,3,84800,inf,trans,0.446432346,993,84800,84800,False
YDR063W,AIM7,4.312863115,0.301640619,0,844,2,780425,inf,trans,0.301640619,844,780425,780425,False
YDR063W,AIM7,4.242347699,-0.843071761,0,4567,7,794535,inf,trans,0.843071761,4567,794535,794535,False
YDR063W,AIM7,4.019877456,0.315689281,0,4207,7,412630,inf,trans,0.315689281,4207,412630,412630,False
YMR092C,AIP1,6.760971983,0.191728811,0,10189,15,170944,inf,trans,0.191728811,10189,165912,184082,False
YER052C,HOM3,15.54761514,-0.288521282,1,10191,15,171671,inf,trans,0.288521282,10191,165912,184082,False
YER052C,HOM3,13.82748001,-0.214358054,1,11686,16,576969,inf,trans,0.214358054,11686,571530,591786,False
YER052C,HOM3,11.76460984,-0.199061521,0,5612,9,139216,inf,trans,0.199061521,5612,125289,144955,False
YER052C,HOM3,7.364844182,-0.151309558,0,8303,12,961463,inf,trans,0.151309558,8303,956127,976001,False
YER052C,HOM3,6.488124347,-0.141972646,0,8115,12,754859,inf,trans,0.141972646,8115,732854,761323,False
YER052C,HOM3,6.479742506,-0.474231272,0,7936,12,547680,inf,trans,0.474231272,7936,547680,547680,False
YER052C,HOM3,6.240494606,0.143163172,1,8670,13,333904,inf,trans,0.143163172,8670,329611,338431,False
YER052C,HOM3,5.671338115,0.13099997,0,11847,16,745885,inf,trans,0.13099997,11847,730557,757660,False
YER052C,HOM3,5.649880193,-0.130641337,0,1966,4,664414,inf,trans,0.130641337,1966,657631,677658,False
YER052C,HOM3,5.265600436,0.124698191,0,2044,4,736459,inf,trans,0.124698191,2044,719215,749708,False
YER052C,HOM3,5.059024263,-0.125129499,0,10991,15,1012745,inf,trans,0.125129499,10991,1010191,1018776,False
YER052C,HOM3,4.974738897,0.120374924,0,1533,4,271787,inf,trans,0.120374924,1533,265022,279037,False
YER052C,HOM3,4.888907612,0.119304043,0,9860,14,713668,inf,trans,0.119304043,9860,708456,719403,False
YER052C,HOM3,4.47951266,-0.122932425,0,637,2,517869,inf,trans,0.122932425,637,505207,530047,False
YER052C,HOM3,4.343833979,-0.110701993,0,7030,11,230092,inf,trans,0.110701993,7030,220819,230092,False
YER052C,HOM3,3.879718677,-0.106104586,0,8634,13,268600,inf,trans,0.106104586,8634,247407,283371,False
YER052C,HOM3,3.87798334,0.154392435,0,5647,9,177464,inf,trans,0.154392435,5647,177464,177464,False
YER052C,HOM3,3.813502456,-0.1176222,1,10177,15,160429,inf,trans,0.1176222,10177,158171,160644,False
YLR089C,ALT1,8.705526571,-0.821517573,0,7873,12,460678,140662.0,trans,0.821517573,7873,460678,460678,False
YLR089C,ALT1,7.322746631,-0.183108956,1,10914,15,944458,inf,trans,0.183108956,10914,944458,944458,False
YLR089C,ALT1,7.058321964,-0.205159739,0,8506,13,87424,inf,trans,0.205159739,8506,78550,94497,False
YOR374W,ALD4,31.96777348,0.283429643,1,11680,16,572345,inf,trans,0.283429643,11680,572345,572345,False
YOR374W,ALD4,22.19194976,-0.227683611,0,11013,15,1039786,52.0,cis,0.227683611,11013,1039474,1041240,True
YOR374W,ALD4,15.41764343,0.19674847,0,6482,10,662679,inf,trans,0.19674847,6482,653026,667117,False
YOR374W,ALD4,13.54121708,0.342071885,1,10191,15,171671,868167.0,trans,0.342071885,10191,165912,184082,False
YOR374W,ALD4,13.52098269,0.187114686,0,642,2,523217,inf,trans,0.187114686,642,505207,530047,False
YOR374W,ALD4,12.99057422,-0.232196623,0,8462,13,60048,inf,trans,0.232196623,8462,55098,75198,False
YOR374W,ALD4,10.94929458,0.157844797,0,3669,6,71471,inf,trans,0.157844797,3669,62743,74913,False
YOR374W,ALD4,9.435865001,-0.213773513,1,2848,5,33814,inf,trans,0.213773513,2848,30505,38677,False
YOR374W,ALD4,7.855915207,0.133218115,0,5598,9,136172,inf,trans,0.133218115,5598,114834,144955,False
YOR374W,ALD4,6.392394032,0.116333238,1,8107,12,738039,inf,trans,0.116333238,8107,727931,749514,False
YOR374W,ALD4,5.660670312,-0.113404711,0,7540,12,130128,inf,trans,0.113404711,7540,126688,144481,False
YOR374W,ALD4,5.416286646,0.170019601,0,2856,5,37398,inf,trans,0.170019601,2856,33720,41075,False
YOR374W,ALD4,5.305802886,-0.102825299,0,2557,4,1345539,inf,trans,0.102825299,2557,1337043,1367398,False
YOR374W,ALD4,4.998082673,0.0993407,0,7900,12,506655,inf,trans,0.0993407,7900,493255,510268,False
YOR374W,ALD4,4.938516813,-0.122618799,1,8214,12,872449,inf,trans,0.122618799,8214,863920,876059,False
YOR374W,ALD4,4.741974353,0.189991793,1,10193,15,172102,867736.0,trans,0.189991793,10193,165912,184082,False
YOR374W,ALD4,4.459676901,0.095498595,0,8287,12,948003,inf,trans,0.095498595,8287,930981,950296,False
YOR374W,ALD4,4.076403062,0.090583032,0,1898,4,590984,inf,trans,0.090583032,1898,574801,597710,False
YOR374W,ALD4,3.996809472,-0.173679399,0,5068,8,194578,inf,trans,0.173679399,5068,191947,204670,False
YOR374W,ALD4,3.857196775,-0.089313047,1,1189,3,286440,inf,trans,0.089313047,1189,273446,297295,False
YOR374W,ALD4,3.743065128,-0.083657767,0,9760,14,613306,inf,trans,0.083657767,9760,602396,641214,False
YER073W,ALD5,16.766586,-0.292226703,1,11680,16,572345,inf,trans,0.292226703,11680,572345,572345,False
YER073W,ALD5,11.35033166,-0.222023471,0,10197,15,180978,inf,trans,0.222023471,10197,168199,185951,False
YER073W,ALD5,6.383445145,0.143435612,1,4270,7,449305,inf,trans,0.143435612,4270,446235,449489,False
YER073W,ALD5,4.96347995,0.293044554,0,1908,4,593354,inf,trans,0.293044554,1908,593354,593354,False
YER073W,ALD5,4.77023239,-0.238587967,0,3380,5,561555,255966.0,trans,0.238587967,3380,558324,563299,False
YER073W,ALD5,4.526206575,0.119358688,0,769,2,699889,inf,trans,0.119358688,769,682239,701195,False
YER073W,ALD5,4.514591085,0.255078096,0,6013,10,75599,inf,trans,0.255078096,6013,75599,75599,False
YPL061W,ALD6; ALDH1,19.40678823,-0.255165485,0,11689,16,579790,145703.0,trans,0.255165485,11689,554350,591786,False
YPL061W,ALD6; ALDH1,10.35013297,-0.200544254,0,8507,13,88311,inf,trans,0.200544254,8507,80145,94497,False
YPL061W,ALD6; ALDH1,7.932705204,0.151890183,0,6893,11,118012,inf,trans,0.151890183,6893,102671,125700,False
YPL061W,ALD6; ALDH1,7.170703109,0.143895966,1,11016,15,1043302,inf,trans,0.143895966,11016,1041151,1045703,False
YPL061W,ALD6; ALDH1,6.441294642,-0.164486906,1,5808,9,287755,inf,trans,0.164486906,5808,286125,289513,False
YPL061W,ALD6; ALDH1,5.674848075,-0.126084366,0,4541,7,767102,inf,trans,0.126084366,4541,751217,776465,False
YPL061W,ALD6; ALDH1,5.411411778,-0.122763027,0,1286,4,55290,inf,trans,0.122763027,1286,48267,62324,False
YPL061W,ALD6; ALDH1,5.355638078,-0.12179678,0,11559,16,416016,16569.0,trans,0.12179678,11559,385700,423981,False
YPL061W,ALD6; ALDH1,5.34830874,0.148793498,0,7215,11,446795,inf,trans,0.148793498,7215,436668,452711,False
YPL061W,ALD6; ALDH1,4.609496648,0.790903558,0,6839,11,64101,inf,trans,0.790903558,6839,64101,64101,False
YPL061W,ALD6; ALDH1,4.47766632,-0.11077007,0,663,2,556553,inf,trans,0.11077007,663,552681,567339,False
YPL061W,ALD6; ALDH1,4.314601936,0.110159532,0,10602,15,640881,inf,trans,0.110159532,10602,629119,653775,False
YPL061W,ALD6; ALDH1,4.283817578,0.137346195,0,7422,12,13781,inf,trans,0.137346195,7422,13769,21837,False
YPL061W,ALD6; ALDH1,4.01536088,0.133419559,0,2976,5,124644,inf,trans,0.133419559,2976,124644,132221,False
YIR032C,DAL3,7.532452872,-0.38064821,0,4,1,1470,inf,trans,0.38064821,4,1470,1470,False
YIR032C,DAL3,6.248724931,1.025517546,0,4215,7,414263,inf,trans,1.025517546,4215,414263,414263,False
YML086C,ALO1,6.352795785,0.166723487,1,1389,4,143484,inf,trans,0.166723487,1389,132281,156963,False
YML086C,ALO1,5.814084334,-0.157667698,0,11017,15,1044946,inf,trans,0.157667698,11017,1043302,1062700,False
YKL103C,APE1,8.28569182,0.183689881,0,10180,15,166369,inf,trans,0.183689881,10180,165912,179652,False
YKL103C,APE1,6.242605135,-0.17198681,0,8218,12,873682,inf,trans,0.17198681,8218,872449,874900,False
YKL103C,APE1,5.600643912,-0.158247795,0,912,3,4582,inf,trans,0.158247795,912,2644,5784,False
YKL103C,APE1,5.182900094,0.257178462,1,4564,7,793891,inf,trans,0.257178462,4564,793891,793891,False
YKL103C,APE1,5.061457684,-0.415614194,0,10844,15,860902,inf,trans,0.415614194,10844,860902,860902,False
YKL103C,APE1,4.439772313,0.116006571,0,3667,6,66460,inf,trans,0.116006571,3667,62743,74406,False
YCL050C,APA1; DTP,6.725216674,0.201283395,0,8469,13,67103,inf,trans,0.201283395,8469,56990,75558,False
YCL050C,APA1; DTP,6.349682255,0.151823231,0,1088,3,197297,158496.0,trans,0.151823231,1088,186935,204903,False
YCL050C,APA1; DTP,5.454769505,-0.138376903,0,5611,9,138792,inf,trans,0.138376903,5611,122617,144955,False
YCL050C,APA1; DTP,5.016628554,0.133517111,0,8817,13,510249,inf,trans,0.133517111,8817,503363,513217,False
YKL157W,APE2; LAP1,8.297056389,0.156043606,0,6948,11,158139,0.0,cis,0.156043606,6948,137613,171647,True
YKL157W,APE2; LAP1,5.308306509,-0.120686969,0,10849,15,864150,inf,trans,0.120686969,10849,846356,880507,False
YKL157W,APE2; LAP1,5.250820338,-0.145974024,1,906,3,2644,inf,trans,0.145974024,906,1349,5784,False
YKL157W,APE2; LAP1,5.224225294,-0.201284307,1,7032,11,234032,75846.0,trans,0.201284307,7032,234032,234032,False
YKL157W,APE2; LAP1,5.029237646,0.13645034,0,8422,13,13991,inf,trans,0.13645034,8422,11305,14024,False
YKL157W,APE2; LAP1,4.877467135,0.116805623,0,3667,6,66460,inf,trans,0.116805623,3667,62743,74406,False
YBR286W,APE3,54.56108912,0.471064446,1,10192,15,172074,inf,trans,0.471064446,10192,165912,184082,False
YBR286W,APE3,28.60535219,0.286179182,1,11684,16,576040,inf,trans,0.286179182,11684,571530,591786,False
YBR286W,APE3,11.68218608,0.172411017,1,6482,10,662679,inf,trans,0.172411017,6482,653026,667117,False
YBR286W,APE3,10.31337408,0.164192125,1,3677,6,75397,inf,trans,0.164192125,3677,73433,75397,False
YBR286W,APE3,8.795312274,0.159019716,0,643,2,524731,249965.0,trans,0.159019716,643,507274,530047,False
YBR286W,APE3,8.789783092,-0.309608833,1,7845,12,440342,inf,trans,0.309608833,7845,430049,443164,False
YBR286W,APE3,7.331265065,0.13780042,1,8110,12,745735,inf,trans,0.13780042,8110,732202,754859,False
YBR286W,APE3,6.744199415,0.129595247,0,1761,4,480076,inf,trans,0.129595247,1761,450801,504419,False
YBR286W,APE3,6.125548529,0.120657516,0,1271,4,43687,inf,trans,0.120657516,1271,37106,52141,False
YBR286W,APE3,5.812276974,0.235205379,0,3447,5,563607,inf,trans,0.235205379,3447,561915,564485,False
YBR286W,APE3,5.725801333,-0.136434468,0,9259,14,6912,inf,trans,0.136434468,9259,6906,6914,False
YBR286W,APE3,5.635004255,-0.254661955,0,8917,13,588618,inf,trans,0.254661955,8917,588618,588618,False
YBR286W,APE3,5.498315132,0.133695999,0,8445,13,43096,inf,trans,0.133695999,8445,43096,46758,False
YBR286W,APE3,5.341514708,0.113297934,1,8306,12,968660,inf,trans,0.113297934,8306,956127,987293,False
YBR286W,APE3,4.837073767,0.220162352,0,7855,12,442798,inf,trans,0.220162352,7855,430049,443164,False
YBR286W,APE3,4.742373637,-0.222798968,0,1784,4,520430,inf,trans,0.222798968,1784,520430,520430,False
YBR286W,APE3,4.33978896,-0.098831424,0,2586,4,1383768,inf,trans,0.098831424,2586,1363156,1392187,False
YBR286W,APE3,4.061207638,-0.245353907,0,844,2,780425,4116.0,trans,0.245353907,844,780425,780425,False
YBR286W,APE3,4.045023939,0.114216126,0,8501,13,81072,inf,trans,0.114216126,8501,73225,92384,False
YBR286W,APE3,3.994558403,-0.13721339,1,6095,10,197405,inf,trans,0.13721339,6095,197405,197405,False
YBR286W,APE3,3.724586284,0.095230565,0,4382,7,605966,inf,trans,0.095230565,4382,592970,609851,False
YBR286W,APE3,3.706375982,-0.118135482,0,8228,12,888655,inf,trans,0.118135482,8228,885953,888738,False
YBR286W,APE3,3.676527616,0.091081847,0,8928,13,601449,inf,trans,0.091081847,8928,600543,618430,False
YBR286W,APE3,3.642048357,0.19649888,0,896,3,757,inf,trans,0.19649888,896,757,757,False
YBR286W,APE3,3.618885326,-0.095682894,0,2440,4,1176138,inf,trans,0.095682894,2440,1171385,1191935,False
YBR286W,APE3,3.520838576,-0.08971182,0,4109,7,321749,inf,trans,0.08971182,4109,315634,334340,False
YML022W,APT1,7.942290618,0.453508791,0,261,2,84412,inf,trans,0.453508791,261,84412,84412,False
YML022W,APT1,7.236254442,-0.296275143,0,1002,3,92556,inf,trans,0.296275143,1002,79867,96560,False
YML022W,APT1,6.180745796,-0.319163888,0,3297,5,522970,inf,trans,0.319163888,3297,522970,522970,False
YML022W,APT1,5.402713914,0.148007741,0,8801,13,499228,269728.0,trans,0.148007741,8801,492500,506332,False
YML022W,APT1,5.13726659,0.430426327,0,5430,8,556173,inf,trans,0.430426327,5430,556173,556173,False
YML022W,APT1,4.829261271,-0.430694673,0,10026,15,25217,inf,trans,0.430694673,10026,25217,25217,False
YML022W,APT1,4.754436194,-0.130807974,0,5483,9,68615,inf,trans,0.130807974,5483,57000,73076,False
YBR149W,ARA1,30.9414605,0.385245092,0,10189,15,170944,inf,trans,0.385245092,10189,165912,184082,False
YBR149W,ARA1,11.60629385,0.201661862,0,11686,16,576969,inf,trans,0.201661862,11686,571530,591786,False
YBR149W,ARA1,6.800664776,0.20187259,1,3777,6,201882,inf,trans,0.20187259,3777,199005,203342,False
YBR149W,ARA1,6.668470791,0.307054143,0,4647,7,876941,inf,trans,0.307054143,4647,876941,876941,False
YER036C,ARB1,13.2464307,-0.237611852,0,3069,5,225501,303.0,cis,0.237611852,3069,217294,234669,True
YER036C,ARB1,6.155435916,0.395733555,0,4207,7,412630,inf,trans,0.395733555,4207,412630,412630,False
YER036C,ARB1,5.74733838,-0.282771616,1,2336,4,1022771,inf,trans,0.282771616,2336,1013362,1036857,False
YER036C,ARB1,5.124938641,0.13678287,0,11341,16,195879,inf,trans,0.13678287,11341,179596,199543,False
YGL105W,ARC1; G4P1,9.063294927,-0.438650646,0,8525,13,99287,inf,trans,0.438650646,8525,99287,99287,False
YGL105W,ARC1; G4P1,7.865839523,0.247416413,1,8489,13,80145,inf,trans,0.247416413,8489,71887,91960,False
YGL105W,ARC1; G4P1,6.102020157,0.911665417,0,10777,15,785154,inf,trans,0.911665417,10777,785154,785154,False
YGL105W,ARC1; G4P1,5.580568273,-0.40018516,0,7031,11,231612,inf,trans,0.40018516,7031,231612,231612,False
YER069W,"ARG5,6",11.47381981,-0.237183945,0,10191,15,171671,inf,trans,0.237183945,10191,165912,184082,False
YER069W,"ARG5,6",9.237229741,0.234717366,0,8476,13,72027,inf,trans,0.234717366,8476,56990,78550,False
YER069W,"ARG5,6",7.175112209,-0.161810283,0,8685,13,350144,inf,trans,0.161810283,8685,345749,365504,False
YER069W,"ARG5,6",7.150125732,0.328969352,1,1776,4,498734,inf,trans,0.328969352,1776,472918,512749,False
YER069W,"ARG5,6",6.494222627,-0.154998502,1,1916,4,598800,inf,trans,0.154998502,1916,592839,609905,False
YER069W,"ARG5,6",5.7311851,0.139690579,0,3044,5,215862,79546.0,trans,0.139690579,3044,210350,225569,False
YER069W,"ARG5,6",5.687289332,-0.140349477,1,6847,11,69070,inf,trans,0.140349477,6847,56052,71811,False
YER069W,"ARG5,6",5.607303126,-0.140791168,0,11354,16,209279,inf,trans,0.140791168,11354,197237,213411,False
YER069W,"ARG5,6",5.046737982,-0.132821002,0,1147,3,251255,inf,trans,0.132821002,1147,248454,259020,False
YER069W,"ARG5,6",4.649976815,0.285853412,0,1211,3,292718,inf,trans,0.285853412,1211,292718,292718,False
YER069W,"ARG5,6",4.599967112,-0.123929558,1,1328,4,86424,inf,trans,0.123929558,1328,74160,92317,False
YER069W,"ARG5,6",4.408716155,-0.122787287,0,11532,16,374664,inf,trans,0.122787287,11532,370944,382997,False
YER069W,"ARG5,6",4.197737044,-0.117603511,0,394,2,210102,inf,trans,0.117603511,394,198110,215016,False
YOL140W,ARG8,53.10209552,-0.464248536,1,10073,15,58935,0.0,cis,0.464248536,10073,51177,66855,True
YOL140W,ARG8,10.43988236,-0.190199484,0,8686,13,350249,inf,trans,0.190199484,8686,345749,365504,False
YOL140W,ARG8,6.098383467,-0.139377924,0,6983,11,191520,inf,trans,0.139377924,6983,179802,204491,False
YOL140W,ARG8,5.492436031,0.153873525,0,2984,5,134344,inf,trans,0.153873525,2984,125211,157488,False
YOL140W,ARG8,5.46293594,0.133878206,0,1537,4,274870,inf,trans,0.133878206,1537,274059,283830,False
YOL140W,ARG8,4.895632394,0.245554353,0,3071,5,225774,inf,trans,0.245554353,3071,225774,225774,False
YOL140W,ARG8,4.664981702,0.120267901,0,9649,14,547975,inf,trans,0.120267901,9649,543122,558289,False
YOL140W,ARG8,4.464148786,0.120686665,0,8223,12,885015,inf,trans,0.120686665,8223,879953,892506,False
YMR062C,ARG7; ECM40,16.6262372,-0.286783647,1,10194,15,173340,inf,trans,0.286783647,10194,165912,184082,False
YMR062C,ARG7; ECM40,6.44302368,0.149964393,1,11793,16,681149,inf,trans,0.149964393,11793,681149,681149,False
YMR062C,ARG7; ECM40,6.32354148,-0.1575902,0,7844,12,440337,inf,trans,0.1575902,7844,430049,443164,False
YMR062C,ARG7; ECM40,6.054560774,0.143179315,0,6722,11,17061,inf,trans,0.143179315,6722,11470,20567,False
YMR062C,ARG7; ECM40,5.540218894,-0.276102706,0,7505,12,97147,inf,trans,0.276102706,7505,97147,97159,False
YMR062C,ARG7; ECM40,5.40417772,-0.136411484,0,11718,16,601071,inf,trans,0.136411484,11718,599525,611083,False
YMR062C,ARG7; ECM40,5.242649464,-0.284196059,0,5416,8,541428,inf,trans,0.284196059,5416,541428,541428,False
YMR062C,ARG7; ECM40,4.594178285,-0.125368276,0,615,2,488757,inf,trans,0.125368276,615,479414,491316,False
YMR062C,ARG7; ECM40,4.577465614,-0.299395217,0,8525,13,99287,295766.0,trans,0.299395217,8525,99287,99287,False
YMR062C,ARG7; ECM40,4.460316674,-0.120374459,0,11623,16,505268,inf,trans,0.120374459,11623,503488,516172,False
YMR062C,ARG7; ECM40,4.368101394,0.513359429,0,7873,12,460678,inf,trans,0.513359429,7873,460678,460678,False
YMR062C,ARG7; ECM40,4.337404587,-0.120412744,0,5597,9,136134,inf,trans,0.120412744,5597,114834,144955,False
YMR062C,ARG7; ECM40,4.198250074,0.117650348,0,4596,7,833212,inf,trans,0.117650348,4596,823954,839118,False
YGL157W,ARI1,11.88150661,0.226508839,1,1221,3,299460,inf,trans,0.226508839,1221,289803,307046,False
YGL157W,ARI1,5.282817029,0.142481059,0,1378,4,135298,inf,trans,0.142481059,1378,123976,148075,False
YHR018C,ARG4,11.6866425,-0.17097691,0,4990,8,139684,320.0,cis,0.17097691,4990,124640,140065,True
YHR018C,ARG4,7.495647345,-0.154601795,0,10194,15,173340,inf,trans,0.154601795,10194,165912,184082,False
