SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10467,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.483430887154715,-3.41313874420106,0.0007163397752063,0.193478532100073,15,467889,-0.48303576164198,0.141952792999732,0.0007435689153928,YOR074C,CDC21,SGDID:S000005600,Close to 3'-UTR,Close to 3'-UTR,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
3916,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.477109767994239,3.40965859175085,0.000725245856971,0.194953974791605,7,53407,0.477109767994239,0.140238877665889,0.0007453345446116,YGL237C,HAP2,SGDID:S000003206,ORF,Verified ORF,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
10464,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.482116472492933,-3.39806269378448,0.0007556720548766,0.199890276738026,15,467703,-0.481622971566261,0.142195013657214,0.0007861032718962,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4945,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.48056193289467,3.39231416560214,0.0007711929376323,0.202288277115111,8,102271,0.480118823277284,0.141966644994237,0.0008005033233978,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
4944,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.479213950161621,3.39173160243839,0.0007727823202781,0.202518512875496,8,102263,0.478510112207564,0.141601954679566,0.0008080157395448,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
3921,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.476980214228144,3.38218686949402,0.0007992615937782,0.206959515482977,7,53662,0.477473286995486,0.141333696972444,0.0008106441048921,YGL237C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11673,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.497247541386509,3.37756246867855,0.000812392614675,0.209027059076013,16,561420,0.496400955323251,0.147351472561689,0.00083824496208,YPR002C-A,YPR002C-A,SGDID:S000007254,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; completely overlaps the Ty1 long terminal repeat ; YPRWdelta12""",Dubious ORF
3918,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.472493133672037,3.37069144418573,0.0008322745844957,0.211895736926391,7,53455,0.472531745790687,0.140487137026788,0.0008539897997306,YGL237C,HAP2,SGDID:S000003206,ORF,Verified ORF,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
11704,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.484564136184299,3.36422358882713,0.000851403245708,0.214601859316494,16,587778,0.482728178258613,0.144304559563189,0.0009105655584876,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11661,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.478881657698594,3.34768547333705,0.0009021926083407,0.222164515394937,16,550659,0.476611491324212,0.143357935519982,0.0009782676637043,YPL004C,LSP1,SGDID:S000005925,ORF,Verified ORF,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family""",Verified ORF
11927,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.469324898261157,-3.34342627944685,0.0009157220183207,0.224241626183037,16,858788,-0.469146840413801,0.140684253876209,0.0009443939094103,YPR159W,KRE6,SGDID:S000006363,ORF,Verified ORF,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
4943,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.472493304661716,3.33743241456937,0.0009350816714814,0.226937525822659,8,102150,0.472705425559346,0.141874422472389,0.0009539574996773,YHL003C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9550,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.467274337738681,-3.31917046992864,0.0009964389532012,0.235591198715748,14,406840,-0.467274337737926,0.14109246762658,0.0010226942097559,YNL117W,MLS1,SGDID:S000005061,ORF,Verified ORF,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
11928,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.464662516871506,-3.31882292560258,0.0009976421421692,0.235713654220829,16,858824,-0.464662516871043,0.140318527047253,0.0010239239944116,YPR159W,KRE6,SGDID:S000006363,ORF,Verified ORF,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
4956,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.476913834134144,3.30140021812393,0.0010597193643957,0.24400873387634,8,113225,0.477516829907801,0.144704178690341,0.0010656095576201,YHR004C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10466,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.463123117334824,-3.29259509408965,0.0010924397440355,0.248201087683299,15,467792,-0.462439955117753,0.140972504509861,0.001140081008688,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4988,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.482153237725634,3.29256985568742,0.0010925348656234,0.248204407808055,8,135849,0.48870636508743,0.146545100663,0.0009440556303789,YHR015W,MIP6,SGDID:S000001057,ORF,Verified ORF,"""Putative RNA-binding protein; interacts with Mex67p ; which is a component of the nuclear pore involved in nuclear mRNA export; MIP6 has a paralog ; PES4 ; that arose from the whole genome duplication""",Verified ORF
10463,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.461297850276398,-3.28665997147656,0.001115021769848,0.251216209837621,15,467591,-0.460811075631093,0.140669459508458,0.0011579012079855,YOR073W-A,YOR073W-A,SGDID:S000028583,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR""",Dubious ORF
4958,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.469006200461842,3.28625664609885,0.0011165719673701,0.251383232112226,8,114771,0.47166926547951,0.142980110044906,0.001069691534529,YHR005C,GPA1,SGDID:S000001047,ORF,Verified ORF,"""Subunit of G protein involved in pheromone response; GTP-binding alpha subunit of heterotrimeric G protein; negatively regulates mating pathway by sequestering G(beta)gamma and triggering an adaptive response; activates Vps34p at endosome; protein abundance increases in response to DNA replication stress; mutations in human homolog GNAS associated with McCune-Albright syndrome""",Verified ORF
11699,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.469307495344174,3.28199385588956,0.0011330789665709,0.253486738547938,16,586993,0.472401362100806,0.14326046376478,0.0010746740941075,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11684,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.474346231805687,3.28014369839961,0.0011403136792062,0.254285118913722,16,576040,0.474136112366692,0.144870526014246,0.0011699570284369,YPR008W,HAA1,SGDID:S000006212,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
3919,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.464243244238167,3.27616963087776,0.0011559987701516,0.256230794221104,7,53544,0.464297789387017,0.142016610593753,0.0011841168763201,YGL237C,HAP2,SGDID:S000003206,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the Hap2p/3p/4p/5p CCAAT-binding complex; complex is heme-activated and glucose-repressed; complex is a transcriptional activator and global regulator of respiratory gene expression; contains sequences sufficient for both complex assembly and DNA binding; respiratory defect of the null mutant is functionally complemented by human NFYA""",Verified ORF
7984,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.474261069701984,3.26733322287731,0.00119159514961,0.260306992450024,12,572030,0.474177312416308,0.145470133493941,0.0012241246631492,YLR215C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
4270,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.465407956286059,3.24862198786084,0.0012703525893749,0.269705689660772,7,449305,0.463793726370407,0.143586262369554,0.0013538511695726,YGL025C,PGD1,SGDID:S000002993,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for basal and activated transcription; direct target of Cyc8p-Tup1p transcriptional corepressor""",Verified ORF
4961,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.482995895919806,3.24382042804879,0.0012913268540533,0.272265006410614,8,115080,0.493367447840808,0.148870984436215,0.0010148189362583,YHR005C_NFR/NDR,,,Promoter,Promoter,,Promoter
6538,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.455717708935264,-3.24317316327323,0.0012941786725117,0.272608276677799,10,703629,-0.456372718188821,0.140820439604563,0.0013052824559655,YJR147W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11647,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.467574172838804,3.24042732357242,0.0013063417437202,0.274039153844348,16,532338,0.46816788608707,0.144551927033136,0.0013144722335293,YPL012W,RRP12,SGDID:S000005933,ORF,Verified ORF,"""Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats""",Verified ORF
3914,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.455120559191928,3.24004567304272,0.0013080406778972,0.274156991486991,7,48435,0.455355328783429,0.140775889483755,0.0013331188421184,YGL241W,KAP114,SGDID:S000003210,ORF,Verified ORF,"""Karyopherin ; responsible for nuclear import of specific proteins; cargoes include Spt15p ; Sua7p ; histones H2A and H2B ; and Nap1p; amino terminus shows similarity to those of other importins ; particularly Cse1p; localization is primarily nuclear; function is regulated by sumoylation; protein abundance increases in response to DNA replication stress""",Verified ORF
4966,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.462489730369798,3.23969313530722,0.0013096118342981,0.274370874954875,8,117739,0.461805004924444,0.143053267214457,0.0013624618332361,YHR006W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10462,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.458748627518211,-3.23382827151949,0.0013360076978177,0.277030078872212,15,466738,-0.459650490668015,0.142158432119899,0.0013387680249288,YOR074C,CDC21,SGDID:S000005600,ORF,Verified ORF,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
9552,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.465418926224765,-3.22676941047072,0.00136843080955,0.280675593269176,14,408085,-0.470503291595539,0.144478358006813,0.0012369765459245,YNL116W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11668,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.460605915259528,3.22254608948251,0.0013881764925946,0.282755942120618,16,554689,0.459209762921495,0.143246673880954,0.0014701678199461,YPL001W,HAT1,SGDID:S000005922,ORF,Verified ORF,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
9551,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.45559174553775,-3.21952864818192,0.0014024454625933,0.284310892177753,14,407338,-0.454287412544521,0.14182778892522,0.0014833010129261,YNL117W,MLS1,SGDID:S000005061,ORF,Verified ORF,"""Malate synthase ; enzyme of the glyoxylate cycle; involved in utilization of non-fermentable carbon sources; expression is subject to carbon catabolite repression; localizes in peroxisomes during growth on oleic acid ; otherwise cytosolic; can accept butyryl-CoA as acyl-CoA donor in addition to traditional substrate acetyl-CoA""",Verified ORF
11705,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.46003948462636,3.21475897265611,0.0014252777100593,0.286789932183366,16,589406,0.458881771295066,0.14341392245459,0.001500353393757,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
650,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.568299453820646,3.2137889652844,0.0014299630034741,0.28733891747743,2,541028,0.477885074571856,0.173295918717322,0.0061251504269569,YBR149W,ARA1,SGDID:S000000353,Close to 3'-UTR,Close to 3'-UTR,"""NADP+ dependent arabinose dehydrogenase; involved in carbohydrate metabolism; purified as homodimer; naturally occurs with a N-terminus degradation product""",Verified ORF
10457,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,-0.492432950157124,-3.20503621164154,0.0014728896285536,0.291553732782494,15,464262,-0.491755001842729,0.153918638916267,0.0015248060681306,YOR072W-B_NFR/NDR,,,Promoter,Promoter,,Promoter
11667,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.459122149343814,3.20184903777253,0.0014888146226461,0.293106040438582,16,554350,0.461486243313641,0.14365839430295,0.0014374632996634,YPL001W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11670,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.456655624452293,3.20086675066297,0.0014937547306265,0.293674658313698,16,556778,0.45608938381159,0.142980400520932,0.0015508220675053,YPR001W,CIT3,SGDID:S000006205,ORF,Verified ORF,"""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate""",Verified ORF
11660,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref,0.457518419678125,3.20067760493011,0.0014947077199782,0.29379674272418,16,549715,0.456679401072171,0.143247889861407,0.0015604310114048,YPL005W,AEP3,SGDID:S000005926,ORF,Verified ORF,"""Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA""",Verified ORF
