SNP,gene,EFFECTSIZE,t-stat,P,FDR,CHR,BP,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,GENE,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
277,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.489117872304242,3.4554617143159,0.0006158911422126,0.176076602410517,2,111645,0.488756837834762,0.141885292883646,0.0006404316507498,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
11903,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.486891803828543,-3.43685942380251,0.0006583014308204,0.183897229365221,16,831753,-0.48652065312716,0.142004569149708,0.0006845016534098,YPR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
1931,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.497334763113475,3.42247091724514,0.0006929588809873,0.189574118717146,4,620206,0.498832135689009,0.14557528110123,0.000683198070542,YDR088C,SLU7,SGDID:S000002495,Close to 3'-UTR,Close to 3'-UTR,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
279,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.485412796008107,3.41467849829914,0.0007124320319004,0.192841236572522,2,111931,0.486103908525684,0.142481432349966,0.0007204450985849,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
11896,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.481716634437916,-3.41304530212185,0.0007165775644084,0.193518043145052,16,822959,-0.481716634437979,0.141472422316861,0.0007377165945802,YPR145W,ASN1,SGDID:S000006349,ORF,Verified ORF,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11900,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.484450325847232,-3.40039658415432,0.000749454146168,0.198914360831887,16,827031,-0.484365179320912,0.142805282594863,0.0007730875442486,YPR148C,YPR148C,SGDID:S000006352,ORF,Verified ORF,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11899,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.48160385226349,-3.38972713569725,0.0007782743835878,0.203435278243358,16,825433,-0.481760892103572,0.142410761794768,0.0007977318134249,YPR146C,YPR146C,SGDID:S000006350,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
282,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.482092452890981,3.37456724631808,0.0008210045387344,0.210223876232594,2,116024,0.479254796036632,0.143212883416142,0.0009066083997639,YBL055C,YBL055C,SGDID:S000000151,ORF,Verified ORF,"""3'-->5' exonuclease and endonuclease with a possible role in apoptosis; has similarity to mammalian and C. elegans apoptotic nucleases""",Verified ORF
11928,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.4759458554829,-3.36920123967534,0.0008366460273562,0.212493395348906,16,858824,-0.475945855482617,0.141596644777234,0.0008607397043868,YPR159W,KRE6,SGDID:S000006363,ORF,Verified ORF,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
1926,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.486296298868725,3.33607412558584,0.0009395214286833,0.227545623024519,4,611309,0.483042220001874,0.146088752760043,0.0010417557193247,YDR082W,STN1,SGDID:S000002489,ORF,Verified ORF,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
1930,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.484730248037983,3.33156648067764,0.0009543962193122,0.229459575086732,4,619541,0.475901907538001,0.145860133515761,0.0012111717050902,YDR088C,SLU7,SGDID:S000002495,ORF,Verified ORF,"""RNA splicing factor; required for ATP-independent portion of 2nd catalytic step of spliceosomal RNA splicing; interacts with Prp18p; contains zinc knuckle domain""",Verified ORF
10415,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.469423416431549,-3.2958873081384,0.0010800973759528,0.24657378920598,15,422808,-0.469254506350001,0.142761028438381,0.0011143323011724,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
1919,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.485676999493947,3.28047649112915,0.0011390091975772,0.254135787508721,4,605641,0.484986397062931,0.148238522884108,0.0011746411756899,YDR080W,VPS41,SGDID:S000002487,ORF,Verified ORF,"""Subunit of the HOPS endocytic tethering complex; vacuole membrane protein that functions as a Rab GTPase effector ; interacting specifically with the GTP-bound conformation of Ypt7p ; facilitating tethering ; docking and promoting membrane fusion events at the late endosome and vacuole; required for both membrane and protein trafficking; Yck3p-mediated phosphorylation regulates the organization of vacuolar fusion sites""",Verified ORF
278,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.465445809085888,3.2750576264063,0.0011604234169753,0.256748227443604,2,111916,0.465267154276002,0.142453960756292,0.0011973114551952,YBL058W,SHP1,SGDID:S000000154,ORF,Verified ORF,"""UBX domain-containing substrate adaptor for Cdc48p; ubiquitin regulatory X domain-containing protein that acts as a substrate recruiting cofactor for Cdc48p; positively regulates Glc7p PPase activity to promote growth and mitotic progression in complex with Cdc48p; ubiquitinated protein interactor involved in ER-associated degradation (ERAD); regulated by nuclear Ub-dependent degradation (INMAD pathway) independent of the Asi and Doa10 complexes; homolog of human p47 (NSFL1C)""",Verified ORF
11927,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.462234687420768,-3.25968548374107,0.0012232213276921,0.26407571584309,16,858788,-0.461738796931268,0.142141428561117,0.00127175877713,YPR159W,KRE6,SGDID:S000006363,ORF,Verified ORF,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
581,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.46552860649838,-3.24155202806361,0.0013013469581907,0.273367357143647,2,457298,-0.464884326124271,0.143938178321392,0.0013553249745518,YBR108W,AIM3,SGDID:S000000312,ORF,Verified ORF,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
11910,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.457495626949754,-3.23356272194251,0.0013372144362361,0.277177534987985,16,836372,-0.457375863798812,0.141818143209606,0.0013769445569691,YPR155C,NCA2,SGDID:S000006359,ORF,Verified ORF,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p""",Verified ORF
1925,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.469789949421819,3.21913507879284,0.0014043165654371,0.284552009474907,4,610797,0.467763942771897,0.146273590950276,0.0015096420192792,YDR082W,STN1,SGDID:S000002489,ORF,Verified ORF,"""Telomere end-binding and capping protein; plays a key role with Pol12p in linking telomerase action with completion of lagging strand synthesis ; and in a regulatory step required for telomere capping; similar to human Stn1""",Verified ORF
11929,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.45104651147069,-3.16347768960236,0.0016934593175562,0.313328386405731,16,859747,-0.451870405228413,0.142903392544392,0.0017022265891166,YPR159W,KRE6,SGDID:S000006363,Close to 3'-UTR,Close to 3'-UTR,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11914,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.448781474876974,-3.1611688923829,0.0017065655144471,0.314604029068502,16,840443,-0.448535903200955,0.142302800266674,0.0017604480014694,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
582,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.454744802554416,-3.15687955632403,0.0017311635239043,0.316893972120055,2,460202,-0.457983350783484,0.144337008481117,0.0016410680225416,YBR110W,ALG1,SGDID:S000000314,ORF,Verified ORF,"""Mannosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum (ER); essential for viability; human homolog ALG1 complements yeast null mutant""",Verified ORF
1929,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.460090532638173,3.14810959768273,0.0017824787035481,0.321358986039305,4,618428,0.456938408487669,0.146446064345537,0.0019562472739732,YDR087C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11913,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.452930816764604,-3.14441954228401,0.0018044868920263,0.323222124435467,16,840309,-0.453387089191641,0.144370858451583,0.0018293619689756,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
1927,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.459522572167787,3.13375457527762,0.0018695124563878,0.328941254163961,4,613791,0.458428572479535,0.14692816246835,0.0019568660867263,YDR084C,TVP23,SGDID:S000002491,ORF,Verified ORF,"""Integral membrane protein; localized to late Golgi vesicles along with the v-SNARE Tlg2p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11924,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.442800014048864,-3.1257202410234,0.0019199189340556,0.332829142886029,16,850422,-0.44302506514976,0.141995373126763,0.0019574477642154,YPRCdelta22,YPRCdelta22,SGDID:S000007204,Other features,LTR,"""Ty1 LTR""",reverse complement
10420,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.441877321265871,-3.11046016256336,0.0020191255981477,0.341045400154708,15,427668,-0.441931871052639,0.142396052454997,0.0020665396046586,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
11905,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.439753053008023,-3.10904757666832,0.0020285438215715,0.341722936252241,16,834908,-0.439753053007924,0.141776679725948,0.0020788721030728,YPR154W,PIN3,SGDID:S000006358,ORF,Verified ORF,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11908,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.445243492590603,-3.10394185406189,0.0020629241326535,0.344511234316634,16,835149,-0.446283990244596,0.143768796838141,0.0020622065955267,YPR154W,PIN3,SGDID:S000006358,ORF,Verified ORF,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
6019,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.454989771791953,-3.10181519296518,0.0020774021139465,0.345513123771878,10,79590,-0.458093877402344,0.146987158501647,0.0019797991354807,SUT201,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
10416,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.441947034780968,-3.10176679225353,0.0020777327052299,0.345513123771878,15,424272,-0.440596179710902,0.142826425733608,0.0021973144707792,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11920,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.441695638220772,-3.09607635828562,0.0021169395759668,0.348451467012194,16,841684,-0.442181748739224,0.142995085624995,0.0021443391022519,YPR157W,TDA6,SGDID:S000006361,ORF,Uncharacterized ORF,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11915,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.439059355229755,-3.09578195310334,0.002118986435009,0.348592369242371,16,840461,-0.439231684164046,0.142157577765843,0.0021622261204141,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
6985,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.438758715629424,3.09521307691177,0.002122946724525,0.348959659675442,11,195507,0.439185989654256,0.142084322664623,0.0021532350496658,XUT_11F-87,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10413,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.439685111071541,-3.08938885457512,0.002163886570087,0.351996234547456,15,421830,-0.438600568837267,0.142665486076691,0.0022740869824409,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
1923,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.452997230409613,3.08832205516384,0.0021714636577731,0.352612625096067,4,608355,0.453566773737623,0.146935281436608,0.0021828987807322,YDR081C,PDC2,SGDID:S000002488,ORF,Verified ORF,"""Transcription factor for thiamine-regulated genes; required for expression of the two isoforms of pyruvate decarboxylase (PDC1 and PDC5) along with thiamine biosynthetic genes; binds a DNA sequence in the PDC5 promoter; mutant fails to grow on 2% glucose and thus is scored as inviable under standard conditions""",Verified ORF
2493,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,0.450512394159705,3.07549213933695,0.0022645230810717,0.359699637745554,4,1264269,0.450578473237421,0.146829266280223,0.002316036597028,YDR395W,SXM1,SGDID:S000002803,ORF,Verified ORF,"""Nuclear transport factor (karyopherin); involved in protein transport between the cytoplasm and nucleoplasm; similar to Nmd5p ; Cse1p ; Lph2p ; and the human cellular apoptosis susceptibility protein ; CAS1""",Verified ORF
580,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.43906945322288,-3.06150127902892,0.0023701755985693,0.366816419080288,2,457024,-0.442998709065727,0.143707092064725,0.0022130881425648,YBR108W,AIM3,SGDID:S000000312,ORF,Verified ORF,"""Protein that inhibits barbed-end actin filament elongation; interacts with Rvs167p; null mutant is viable and displays elevated frequency of mitochondrial genome loss""",Verified ORF
10414,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref,-0.439425556461316,-3.0562318243491,0.002411129473261,0.369646506437744,15,422359,-0.440753430156798,0.144100317342892,0.0023931778195854,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
