SNP,CHR,BP,gene,EFFECTSIZE,Effect,P,FDR,locus_id,GENE,snps_class_up,snps_class_down,PPI,DRUG,-log10_P,LD_b075,LD_b050,PPI_SNP,PPI_block
1006,3,95493,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.238164279877278,-0.234131426506142,2.63116860842288e-05,0.0144545618727405,YCL016C,DCC1,ORF,Verified ORF,PMC1_GTR2,noDrug,4.579851320914139,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PMC1_GTR2-1006,PMC1_GTR2-1006
1011,3,101814,PMC1_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.257386246374193,-0.260554770819357,1.88799863165969e-06,0.001306958133914,YCL012C_NFR/NDR,,Promoter,Promoter,PMC1_GTR2,noDrug,5.723998324795821,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,PMC1_GTR2-1011,PMC1_GTR2-1007_1008_1009_1010_1011
1083,3,190765,RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.437525281309406,-0.43743507769078,4.83112700881369e-05,0.0246621113919596,YCR034W,ELO2,ORF,Verified ORF,RET2_EMP47,noDrug,4.315951544897692,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP47-1083,RET2_EMP47-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1084,3,195779,RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.516333282437879,-0.517118378685451,1.41002045733683e-06,0.000997421645764,YCR037C,PHO87,ORF,Verified ORF,RET2_EMP47,noDrug,5.850774586320472,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP47-1084,RET2_EMP47-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1096,3,204854,RET2_EMP47_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.444344270300997,-0.444480444645123,3.60400599786556e-05,0.0190619014472246,YCR042C,TAF2,ORF,Verified ORF,RET2_EMP47,noDrug,4.443214494930003,1095_1096_1097_1098,1095_1096_1097_1098,RET2_EMP47-1096,RET2_EMP47-1095_1096_1097_1098
984,3,80444,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.347585734438377,-0.340489707631332,6.10026357019581e-05,0.0300390049328504,YCL024W,KCC4,ORF,Verified ORF,RET2_EMP70,noDrug,4.2146514002992745,982_983_984,982_983_984,RET2_EMP70-984,RET2_EMP70-982_983_984
992,3,84780,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.434723497673345,-0.404586372664354,1.55698748071189e-05,0.0090358768862948,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,RET2_EMP70,noDrug,4.807714879454746,992,992,RET2_EMP70-992,RET2_EMP70-992
1003,3,92671,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.343157578344756,-0.336582949186089,9.79895069794672e-05,0.0446756113116709,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,RET2_EMP70,noDrug,4.008820427418723,1002_1003,1002_1003_1004,RET2_EMP70-1003,RET2_EMP70-1002_1003
1062,3,165283,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.303267277778822,-0.303267277779178,6.93962346149648e-05,0.0335141435521969,YCR026C,NPP1,ORF,Verified ORF,RET2_EMP70,noDrug,4.15866409338242,1061_1062_1063_1064_1065_1066_1067,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP70-1062,RET2_EMP70-1061_1062_1063_1064_1065_1066_1067
1072,3,181487,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.326176296220173,-0.325123657444394,3.33897694891957e-05,0.0178344201317699,YCR032W,BPH1,ORF,Verified ORF,RET2_EMP70,noDrug,4.476386579146165,1068_1069_1070_1071_1072,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP70-1072,RET2_EMP70-1068_1069_1070_1071_1072
1073,3,186935,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.329053991661202,-0.32905399166184,1.56145393419843e-05,0.0090559481205597,YCR033W,SNT1,ORF,Verified ORF,RET2_EMP70,noDrug,4.80647082374152,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP70-1073,RET2_EMP70-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.376005712463682,-0.375758251024322,7.63725528128661e-07,0.0005608969595085,YCR038C,BUD5,ORF,Verified ORF,RET2_EMP70,noDrug,6.117062692518892,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,RET2_EMP70-1093,RET2_EMP70-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
1097,3,204897,RET2_EMP70_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.354178669430628,-0.3534096095148,3.48181204915752e-06,0.0022969386079967,YCR042C,TAF2,ORF,Verified ORF,RET2_EMP70,noDrug,5.4581946761298985,1095_1096_1097_1098,1095_1096_1097_1098,RET2_EMP70-1097,RET2_EMP70-1095_1096_1097_1098
982,3,79867,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.248320947235777,-0.249720168041457,7.46941030465609e-05,0.0356351666285613,YCL024W,KCC4,ORF,Verified ORF,RET2_SNA3,noDrug,4.126713683531717,982_983_984,982_983_984,RET2_SNA3-982,RET2_SNA3-982_983_984
992,3,84780,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.288028981599759,-0.271214037008622,9.15545361480928e-05,0.0422677906357826,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,RET2_SNA3,noDrug,4.038320133336269,992,992,RET2_SNA3-992,RET2_SNA3-992
1003,3,92671,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.291466183046313,-0.292087289278932,5.36773704890292e-06,0.0034088779299995,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,RET2_SNA3,noDrug,5.270208767244347,1002_1003,1002_1003_1004,RET2_SNA3-1003,RET2_SNA3-1002_1003
1004,3,92716,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.288451587659088,-0.274672472295667,1.45511106017245e-05,0.0084965570794418,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,RET2_SNA3,noDrug,4.837103858238663,1004,1002_1003_1004,RET2_SNA3-1004,RET2_SNA3-1004
1006,3,95493,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.245493935933337,-0.245921870552457,0.0001071880411143,0.0480933286173581,YCL016C,DCC1,ORF,Verified ORF,RET2_SNA3,noDrug,3.96985366583528,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,RET2_SNA3-1006,RET2_SNA3-1006
1008,3,98535,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.237555553615519,-0.23401181470241,9.86568767064467e-05,0.0449278042123024,YCL014W,BUD3,ORF,Verified ORF,RET2_SNA3,noDrug,4.0058726376132485,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,RET2_SNA3-1008,RET2_SNA3-1007_1008_1009_1010_1011
1012,3,105429,RET2_SNA3_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.245138466590738,-0.245138466591674,3.02825363390661e-05,0.0163593992828743,YCL009C,ILV6,ORF,Verified ORF,RET2_SNA3,noDrug,4.518807752952346,1012,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,RET2_SNA3-1012,RET2_SNA3-1012
983,3,80341,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.23063510957739,-0.229677778939794,0.0001062424632743,0.0477593751740944,YCL024W,KCC4,ORF,Verified ORF,SNA4_GTR2,noDrug,3.9737018685668515,982_983_984,982_983_984,SNA4_GTR2-983,SNA4_GTR2-982_983_984
992,3,84780,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.30111906721596,-0.270007010645221,1.35262001433864e-05,0.0079484027557473,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SNA4_GTR2,noDrug,4.868824190729601,992,992,SNA4_GTR2-992,SNA4_GTR2-992
1002,3,92556,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.26946123420566,-0.267071298563037,7.60600611978123e-06,0.0046968478356546,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SNA4_GTR2,noDrug,5.1188433294916,1002_1003,1002_1003_1004,SNA4_GTR2-1002,SNA4_GTR2-1002_1003
1004,3,92716,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.276694039486582,-0.261614512282675,1.00687205912692e-05,0.0060731996548763,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,SNA4_GTR2,noDrug,4.997025710722681,1004,1002_1003_1004,SNA4_GTR2-1004,SNA4_GTR2-1004
1006,3,95493,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.269433049728961,-0.268285906186626,5.91429097641619e-06,0.0037224469703913,YCL016C,DCC1,ORF,Verified ORF,SNA4_GTR2,noDrug,5.228097312487742,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SNA4_GTR2-1006,SNA4_GTR2-1006
1011,3,101814,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.276753732353088,-0.277647982588445,1.09175139172982e-06,0.0007841597492614,YCL012C_NFR/NDR,,Promoter,Promoter,SNA4_GTR2,noDrug,5.961876245781529,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SNA4_GTR2-1011,SNA4_GTR2-1007_1008_1009_1010_1011
1012,3,105429,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.215349302894949,-0.215349302895569,0.000103311046015,0.0466888211993056,YCL009C,ILV6,ORF,Verified ORF,SNA4_GTR2,noDrug,3.985853241240371,1012,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SNA4_GTR2-1012,SNA4_GTR2-1012
1019,3,120341,SNA4_GTR2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.227902175138258,-0.230768183769176,2.88182902789147e-05,0.0156577910602445,CUT043_NFR/NDR,,Promoter,Promoter,SNA4_GTR2,noDrug,4.540331788423437,1016_1017_1018_1019_1020_1021_1022_1023_1024,1016_1017_1018_1019_1020_1021_1022_1023_1024,SNA4_GTR2-1019,SNA4_GTR2-1016_1017_1018_1019_1020_1021_1022_1023_1024
7168,11,398143,SRO9_DHH1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.216934595746026,0.216999138353939,0.0001104836322881,0.0492725633041408,YKL021C,MAK11,ORF,Verified ORF,SRO9_DHH1,noDrug,3.9567020562184605,7167_7168_7169,7167_7168_7169_7170_7171,SRO9_DHH1-7168,SRO9_DHH1-7167_7168_7169
990,3,84735,SRO9_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.294469836612439,-0.289991676054158,0.0001048627924581,0.0472757424250718,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SRO9_GIS2,noDrug,3.979378581363893,990,990,SRO9_GIS2-990,SRO9_GIS2-990
1011,3,101814,SRO9_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.310834622338949,-0.322088987002147,9.2437755333566e-06,0.0056156049075784,YCL012C_NFR/NDR,,Promoter,Promoter,SRO9_GIS2,noDrug,5.034150609039769,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SRO9_GIS2-1011,SRO9_GIS2-1007_1008_1009_1010_1011
4045,7,208767,SRO9_GIS2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.329214693560101,0.329204656510154,0.0001032007266655,0.0466476372093984,YGL157W_NFR/NDR,,Promoter,Promoter,SRO9_GIS2,noDrug,3.9863172447077826,4045,4045,SRO9_GIS2-4045,SRO9_GIS2-4045
5039,8,173136,SRO9_SGN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-1.58410127659273,-0.174943720183458,0.0001013848259935,0.0459826680769685,YHR032W_NFR/NDR,,Promoter,Promoter,SRO9_SGN1,noDrug,3.994027039878619,5039,5039,SRO9_SGN1-5039,SRO9_SGN1-5039
11349,16,202983,SRO9_SGN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.239668988192485,0.241538230056545,0.0001035475283076,0.0467843771148485,YPL181W_NFR/NDR,,Promoter,Promoter,SRO9_SGN1,noDrug,3.9848602633101886,11348_11349_11350_11351_11352_11353_11354_11355_11356_11357,11347_11348_11349_11350_11351_11352_11353_11354_11355_11356_11357,SRO9_SGN1-11349,SRO9_SGN1-11348_11349_11350_11351_11352_11353_11354_11355_11356_11357
982,3,79867,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.24047774271432,-0.236992584488624,5.12238039185682e-05,0.0259082345769722,YCL024W,KCC4,ORF,Verified ORF,SSH1_ERG11,noDrug,4.290528173632093,982_983_984,982_983_984,SSH1_ERG11-982,SSH1_ERG11-982_983_984
990,3,84735,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.248000848729514,-0.241986516292532,6.27800006603617e-05,0.0307743066597927,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SSH1_ERG11,noDrug,4.202178684067778,990,990,SSH1_ERG11-990,SSH1_ERG11-990
1002,3,92556,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.247242566767616,-0.24434852991083,4.61980771605863e-05,0.0237259762024532,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SSH1_ERG11,noDrug,4.335376100113255,1002_1003,1002_1003_1004,SSH1_ERG11-1002,SSH1_ERG11-1002_1003
1008,3,98535,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.236055417924422,-0.234542771010923,4.35482070784051e-05,0.0225401104395262,YCL014W,BUD3,ORF,Verified ORF,SSH1_ERG11,noDrug,4.361029720610025,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SSH1_ERG11-1008,SSH1_ERG11-1007_1008_1009_1010_1011
1073,3,186935,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.231286330506606,-0.231286330507346,1.12697115425377e-05,0.0067384561820085,YCR033W,SNT1,ORF,Verified ORF,SSH1_ERG11,noDrug,4.948087199933254,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,SSH1_ERG11-1073,SSH1_ERG11-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
1093,3,198615,SSH1_ERG11_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.225808966453418,-0.225554641134381,1.91971562198848e-05,0.0108713770604065,YCR038C,BUD5,ORF,Verified ORF,SSH1_ERG11,noDrug,4.716763100957062,1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,SSH1_ERG11-1093,SSH1_ERG11-1084_1085_1086_1087_1088_1089_1090_1091_1092_1093
982,3,79867,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.2846190680065,-0.284284268284982,8.30428828358857e-06,0.0050887120696649,YCL024W,KCC4,ORF,Verified ORF,SSH1_ERV25,noDrug,5.080697582689433,982_983_984,982_983_984,SSH1_ERV25-982,SSH1_ERV25-982_983_984
990,3,84735,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.294662041554638,-0.291819338644271,9.78708313041523e-06,0.005916807153656,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SSH1_ERV25,noDrug,5.009346722815581,990,990,SSH1_ERV25-990,SSH1_ERV25-990
1002,3,92556,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.340390085071902,-0.326848067552933,1.58290960403104e-07,0.000128809269028,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,SSH1_ERV25,noDrug,6.800543885890304,1002_1003,1002_1003_1004,SSH1_ERV25-1002,SSH1_ERV25-1002_1003
1004,3,92716,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.332524336660121,-0.309529689023865,9.07352262461197e-07,0.0006593173540552,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,SSH1_ERV25,noDrug,6.042224073532699,1004,1002_1003_1004,SSH1_ERV25-1004,SSH1_ERV25-1004
1006,3,95493,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286282568725852,-0.281322167845504,9.13505131156604e-06,0.0055549734154566,YCL016C,DCC1,ORF,Verified ORF,SSH1_ERV25,noDrug,5.039289008873304,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SSH1_ERV25-1006,SSH1_ERV25-1006
1011,3,101814,SSH1_ERV25_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.278570692933949,-0.281347586539958,6.33133985806035e-06,0.003968892954405,YCL012C_NFR/NDR,,Promoter,Promoter,SSH1_ERV25,noDrug,5.198504373491841,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,SSH1_ERV25-1011,SSH1_ERV25-1007_1008_1009_1010_1011
982,3,79867,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.256147711853762,-0.259030663319898,1.99920092556632e-05,0.0112830298544037,YCL024W,KCC4,ORF,Verified ORF,TPO1_MID2,noDrug,4.699143555817054,982_983_984,982_983_984,TPO1_MID2-982,TPO1_MID2-982_983_984
990,3,84735,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.246885884867299,-0.245142183871675,8.40615997369023e-05,0.0393530872213571,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,TPO1_MID2,noDrug,4.075402349397221,990,990,TPO1_MID2-990,TPO1_MID2-990
992,3,84780,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.307649090598807,-0.276274687795648,1.26747194451498e-05,0.007505289777271,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,TPO1_MID2,noDrug,4.897061644994374,992,992,TPO1_MID2-992,TPO1_MID2-992
1002,3,92556,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.267086345442741,-0.249468047015149,1.34357991253582e-05,0.007902115058423,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,TPO1_MID2,noDrug,4.871736497789634,1002_1003,1002_1003_1004,TPO1_MID2-1002,TPO1_MID2-1002_1003
1004,3,92716,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.268724765413582,-0.241428545644347,2.60484266310183e-05,0.0143194112142981,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,TPO1_MID2,noDrug,4.584218503692777,1004,1002_1003_1004,TPO1_MID2-1004,TPO1_MID2-1004
1007,3,96560,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.262763175963808,-0.263462802987054,9.66130229710245e-06,0.0058488091933049,YCL014W,BUD3,ORF,Verified ORF,TPO1_MID2,noDrug,5.0149643288303745,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,TPO1_MID2-1007,TPO1_MID2-1007_1008_1009_1010_1011
10179,15,165912,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.240893191037236,-0.242222688925108,8.92442246255154e-05,0.0413647313231392,YOL083W,ATG34,ORF,Verified ORF,TPO1_MID2,noDrug,4.049419879355001,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203,TPO1_MID2-10179,TPO1_MID2-10179_10180_10181_10182_10183_10184_10185_10186_10187_10188_10189_10190_10191_10192_10193_10194_10195_10196_10197_10198_10199_10200_10201_10202_10203
982,3,79867,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.269474599906738,-0.273905798492251,9.07991922225812e-06,0.0055250443502004,YCL024W,KCC4,ORF,Verified ORF,TPO1_TPO2,noDrug,5.041918015078431,982_983_984,982_983_984,TPO1_TPO2-982,TPO1_TPO2-982_983_984
1002,3,92556,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.286363733684203,-0.277607324194774,3.85479381673806e-06,0.0025202278447656,YCLWdelta2b_NFR/NDR,,Promoter,Promoter,TPO1_TPO2,noDrug,5.413998846315392,1002_1003,1002_1003_1004,TPO1_TPO2-1002,TPO1_TPO2-1002_1003
1004,3,92716,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.278782470580861,-0.243031035759964,1.60597099710767e-05,0.0092838738609717,YCL018W,LEU2,Close to 3'-UTR,Close to 3'-UTR,TPO1_TPO2,noDrug,4.794262302089613,1004,1002_1003_1004,TPO1_TPO2-1004,TPO1_TPO2-1004
1006,3,95493,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.292933358196313,-0.288658303144004,1.70502303809988e-06,0.0011891055967505,YCL016C,DCC1,ORF,Verified ORF,TPO1_TPO2,noDrug,5.76826974848846,1006,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,TPO1_TPO2-1006,TPO1_TPO2-1006
1007,3,96560,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.255935489440636,-0.254923433001068,2.10170533719645e-05,0.0117920816842574,YCL014W,BUD3,ORF,Verified ORF,TPO1_TPO2,noDrug,4.677428172893897,1007_1008_1009_1010_1011,1006_1007_1008_1009_1010_1011_1012_1013_1014_1015,TPO1_TPO2-1007,TPO1_TPO2-1007_1008_1009_1010_1011
1075,3,187956,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,-0.232383373516521,-0.232153278389952,2.97821875823743e-05,0.0161240642750741,YCR033W,SNT1,ORF,Verified ORF,TPO1_TPO2,noDrug,4.526043405305772,1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083,1059_1060_1061_1062_1063_1064_1065_1066_1067_1068_1069_1070_1071_1072_1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083_1084_1085_1086_1087_1088_1089_1090_1091_1092_1093,TPO1_TPO2-1075,TPO1_TPO2-1073_1074_1075_1076_1077_1078_1079_1080_1081_1082_1083
8460,13,58847,TPO1_TPO2_noMTX_noDrug_avg_logratio_Fitness_minus_ref,0.405126125131649,0.336020640170929,7.0079322878177e-05,0.0337981243512272,YML105C_NFR/NDR,,Promoter,Promoter,TPO1_TPO2,noDrug,4.154410103068457,8460,8460_8461_8462_8463_8464_8465_8466,TPO1_TPO2-8460,TPO1_TPO2-8460
