"","ORFs","Gene_names"
"3563","YGL119W","COQ8"
"3564","YGL116W","CDC20"
"3565","YGL115W","SNF4"
"3566","YGL113W","SLD3"
"3567","YGL112C","TAF6"
"3568","YGL111W","NSA1"
"3569","YGL110C","CUE3"
"3570","YGL107C","RMD9"
"3571","YGL106W","MLC1"
"3572","YGL105W","ARC1"
"3573","YGL104C","VPS73"
"3574","YGL103W","RPL28"
"3575","YGL100W","SEH1"
"3576","YGL099W","LSG1"
"3577","YGL098W","USE1"
"3578","YGL097W","SRM1"
"3579","YGL096W","TOS8"
"3580","YGL095C","VPS45"
"3581","YGL094C","PAN2"
"3582","YGL093W","SPC105"
"3583","YGL092W","NUP145"
"3584","YGL091C","NBP35"
"3585","YGL090W","LIF1"
"3586","YGL089C","MF(ALPHA)2"
"3587","YGL087C","MMS2"
"3588","YGL086W","MAD1"
"3589","YGL085W","LCL3"
"3590","YGL084C","GUP1"
"3591","YGL083W","SCY1"
"3592","YGL080W","MPC1"
"3593","YGL079W","KXD1"
"3594","YGL078C","DBP3"
"3595","YGL077C","HNM1"
"3596","YGL076C","RPL7A"
"3597","YGL075C","MPS2"
"3598","YGL073W","HSF1"
"3599","YGL071W","AFT1"
"3600","YGL070C","RPB9"
"3601","YGL068W","MNP1"
"3602","YGL067W","NPY1"
"3603","YGL066W","SGF73"
"3604","YGL065C","ALG2"
"3605","YGL064C","MRH4"
"3606","YGL063W","PUS2"
"3607","YGL062W","PYC1"
"3608","YGL061C","DUO1"
"3609","YGL060W","YBP2"
"3610","YGL059W","PKP2"
"3611","YGL058W","RAD6"
"3612","YGL057C","GEP7"
"3613","YGL056C","SDS23"
"3614","YGL055W","OLE1"
"3615","YGL054C","ERV14"
"3616","YGL053W","PRM8"
"3617","YGL051W","MST27"
"3618","YGL050W","TYW3"
"3619","YGL049C","TIF4632"
"3620","YGL048C","RPT6"
"3621","YGL047W","ALG13"
"3622","YGL045W","RIM8"
"3623","YGL044C","RNA15"
"3624","YGL043W","DST1"
"3625","YGL040C","HEM2"
"3626","YGL038C","OCH1"
"3627","YGL037C","PNC1"
"3628","YGL035C","MIG1"
"3629","YGL033W","HOP2"
"3630","YGL032C","AGA2"
"3631","YGL031C","RPL24A"
"3632","YGL030W","RPL30"
"3633","YGL029W","CGR1"
"3634","YGL028C","SCW11"
"3635","YGL027C","CWH41"
"3636","YGL026C","TRP5"
"3637","YGL025C","PGD1"
"3638","YGL023C","PIB2"
"3639","YGL022W","STT3"
"3640","YGL021W","ALK1"
"3641","YGL020C","GET1"
"3642","YGL019W","CKB1"
"3643","YGL018C","JAC1"
"3644","YGL017W","ATE1"
"3645","YGL016W","KAP122"
"3646","YGL014W","PUF4"
"3647","YGL013C","PDR1"
"3648","YGL012W","ERG4"
"3649","YGL011C","SCL1"
"3650","YGL010W","MPO1"
"3651","YGL009C","LEU1"
"3652","YGL008C","PMA1"
"3653","YGL007W","BRP1"
"3654","YGL006W","PMC1"
"3655","YGL005C","COG7"
"3656","YGL004C","RPN14"
"3657","YGL003C","CDH1"
"3658","YGL002W","ERP6"
"3659","YGL001C","ERG26"
"3660","YFR055W","IRC7"
"3661","YFR053C","HXK1"
"3662","YFR052W","RPN12"
"3663","YFR051C","RET2"
"3664","YFR050C","PRE4"
"3665","YFR049W","YMR31"
"3666","YFR048W","RMD8"
"3667","YFR047C","BNA6"
"3668","YFR046C","CNN1"
"3669","YFR044C","DUG1"
"3670","YFR043C","IRC6"
"3671","YFR042W","KEG1"
"3672","YFR041C","ERJ5"
"3673","YFR040W","SAP155"
"3674","YFR039C","OSW7"
"3675","YFR038W","IRC5"
"3676","YFR037C","RSC8"
"3677","YFR036W","CDC26"
"3678","YFR034C","PHO4"
"3679","YFR033C","QCR6"
"3680","YFR032C-A","RPL29"
"3681","YFR032C","RRT5"
"3682","YFR031C-A","RPL2A"
"3683","YFR031C","SMC2"
"3684","YFR030W","MET10"
"3685","YFR029W","PTR3"
"3686","YFR028C","CDC14"
"3687","YFR027W","ECO1"
"3688","YFR026C","ULI1"
"3689","YFR025C","HIS2"
"3690","YFR024C-A","LSB3"
"3691","YFR023W","PES4"
"3692","YFR022W","ROG3"
"3693","YFR021W","ATG18"
"3694","YFR020W","CSS2"
"3695","YFR019W","FAB1"
"3696","YFR017C","IGD1"
"3697","YFR015C","GSY1"
"3698","YFR014C","CMK1"
"3699","YFR013W","IOC3"
"3700","YFR012W","DCV1"
"3701","YFR011C","MIC19"
"3702","YFR010W","UBP6"
"3703","YFR009W","GCN20"
"3704","YFR008W","FAR7"
"3705","YFR007W","YFH7"
"3706","YFR005C","SAD1"
"3707","YFR004W","RPN11"
"3708","YFR003C","YPI1"
"3709","YFR002W","NIC96"
"3710","YFR001W","LOC1"
"3711","YFL062W","COS4"
"3712","YFL061W","DDI2"
"3713","YFL060C","SNO3"
"3714","YFL059W","SNZ3"
"3715","YFL058W","THI5"
"3716","YFL056C","AAD6"
"3717","YFL055W","AGP3"
"3718","YFL054C","AQY3"
"3719","YFL053W","DAK2"
"3720","YFL052W","ZNF1"
"3721","YFL050C","ALR2"
"3722","YFL049W","SWP82"
"3723","YFL048C","EMP47"
"3724","YFL047W","RGD2"
"3725","YFL046W","FMP32"
"3726","YFL045C","SEC53"
"3727","YFL044C","OTU1"
"3728","YFL042C","LAM5"
"3729","YFL041W","FET5"
"3730","YFL039C","ACT1"
"3731","YFL038C","YPT1"
"3732","YFL037W","TUB2"
"3733","YFL036W","RPO41"
"3734","YFL034W","MIL1"
"3735","YFL034C-B","MOB2"
"3736","YFL034C-A","RPL22B"
"3737","YFL033C","RIM15"
"3738","YFL031W","HAC1"
"3739","YFL030W","AGX1"
"3740","YFL029C","CAK1"
"3741","YFL028C","CAF16"
"3742","YFL027C","GYP8"
"3743","YFL026W","STE2"
"3744","YFL025C","BST1"
"3745","YFL024C","EPL1"
"3746","YFL023W","BUD27"
"3747","YFL022C","FRS2"
"3748","YFL021W","GAT1"
"3749","YFL020C","PAU5"
"3750","YFL018C","LPD1"
"3751","YFL017W-A","SMX2"
"3752","YFL017C","GNA1"
"3753","YFL016C","MDJ1"
"3754","YFL014W","HSP12"
"3755","YFL013C","IES1"
"3756","YFL011W","HXT10"
"3757","YFL010W-A","AUA1"
"3758","YFL010C","WWM1"
"3759","YFL009W","CDC4"
"3760","YFL008W","SMC1"
"3761","YFL007W","BLM10"
"3762","YFL005W","SEC4"
"3763","YFL004W","VTC2"
"3764","YFL003C","MSH4"
"3765","YFL002C","SPB4"
"3766","YFL001W","DEG1"
"3767","YER190W","YRF1-2"
"3768","YER185W","PUG1"
"3769","YER184C","TOG1"
"3770","YER183C","FAU1"
"3771","YER182W","FMP10"
"3772","YER180C-A","SLO1"
"3773","YER180C","ISC10"
"3774","YER179W","DMC1"
"3775","YER178W","PDA1"
"3776","YER177W","BMH1"
"3777","YER176W","ECM32"
"3778","YER175C","TMT1"
"3779","YER174C","GRX4"
"3780","YER173W","RAD24"
"3781","YER172C","BRR2"
"3782","YER171W","RAD3"
"3783","YER170W","ADK2"
"3784","YER169W","RPH1"
"3785","YER168C","CCA1"
"3786","YER167W","BCK2"
"3787","YER166W","DNF1"
"3788","YER165W","PAB1"
"3789","YER164W","CHD1"
"3790","YER163C","GCG1"
"3791","YER162C","RAD4"
"3792","YER161C","SPT2"
"3793","YER159C","BUR6"
"3794","YER157W","COG3"
"3795","YER155C","BEM2"
"3796","YER154W","OXA1"
"3797","YER153C","PET122"
"3798","YER151C","UBP3"
"3799","YER150W","SPI1"
"3800","YER149C","PEA2"
"3801","YER148W","SPT15"
"3802","YER147C","SCC4"
"3803","YER146W","LSM5"
"3804","YER145C","FTR1"
"3805","YER144C","UBP5"
"3806","YER143W","DDI1"
"3807","YER142C","MAG1"
"3808","YER141W","COX15"
"3809","YER140W","EMP65"
"3810","YER139C","RTR1"
"3811","YER136W","GDI1"
"3812","YER133W","GLC7"
"3813","YER132C","PMD1"
"3814","YER131W","RPS26B"
"3815","YER130C","COM2"
"3816","YER129W","SAK1"
"3817","YER128W","VFA1"
"3818","YER127W","LCP5"
"3819","YER126C","NSA2"
"3820","YER125W","RSP5"
"3821","YER124C","DSE1"
"3822","YER123W","YCK3"
"3823","YER122C","GLO3"
"3824","YER120W","SCS2"
"3825","YER119C","AVT6"
"3826","YER118C","SHO1"
"3827","YER117W","RPL23B"
"3828","YER116C","SLX8"
"3829","YER115C","SPR6"
"3830","YER114C","BOI2"
"3831","YER113C","TMN3"
"3832","YER112W","LSM4"
"3833","YER111C","SWI4"
"3834","YER110C","KAP123"
"3835","YER109C","FLO8"
"3836","YER107C","GLE2"
"3837","YER106W","MAM1"
"3838","YER105C","NUP157"
"3839","YER104W","RTT105"
"3840","YER103W","SSA4"
"3841","YER102W","RPS8B"
"3842","YER101C","AST2"
"3843","YER100W","UBC6"
"3844","YER099C","PRS2"
"3845","YER098W","UBP9"
"3846","YER096W","SHC1"
"3847","YER095W","RAD51"
"3848","YER094C","PUP3"
"3849","YER093C-A","AIM11"
"3850","YER093C","TSC11"
"3851","YER092W","IES5"
"3852","YER091C","MET6"
"3853","YER090W","TRP2"
"3854","YER089C","PTC2"
"3855","YER088C","DOT6"
"3856","YER087W","AIM10"
"3857","YER087C-B","SBH1"
"3858","YER086W","ILV1"
"3859","YER083C","GET2"
"3860","YER082C","UTP7"
"3861","YER081W","SER3"
"3862","YER080W","AIM9"
"3863","YER078C","ICP55"
"3864","YER077C","MRX1"
"3865","YER075C","PTP3"
"3866","YER074W-A","YOS1"
"3867","YER074W","RPS24A"
"3868","YER073W","ALD5"
"3869","YER072W","VTC1"
"3870","YER071C","TDA2"
"3871","YER070W","RNR1"
"3872","YER069W","ARG5,6"
"3873","YER068W","MOT2"
"3874","YER067W","RGI1"
"3875","YER066W","RRT13"
"3876","YER065C","ICL1"
"3877","YER064C","VHR2"
"3878","YER063W","THO1"
"3879","YER062C","GPP2"
"3880","YER061C","CEM1"
"3881","YER060W-A","FCY22"
"3882","YER060W","FCY21"
"3883","YER059W","PCL6"
"3884","YER058W","PET117"
"3885","YER057C","HMF1"
"3886","YER056C-A","RPL34A"
"3887","YER056C","FCY2"
"3888","YER055C","HIS1"
"3889","YER054C","GIP2"
"3890","YER053C","PIC2"
"3891","YER052C","HOM3"
"3892","YER051W","JHD1"
"3893","YER050C","RSM18"
"3894","YER049W","TPA1"
"3895","YER048W-A","ISD11"
"3896","YER048C","CAJ1"
"3897","YER047C","SAP1"
"3898","YER046W","SPO73"
"3899","YER045C","ACA1"
"3900","YER044C-A","MEI4"
"3901","YER044C","ERG28"
"3902","YER043C","SAH1"
"3903","YER042W","MXR1"
"3904","YER041W","YEN1"
"3905","YER040W","GLN3"
"3906","YER039C","HVG1"
"3907","YER038W-A","FMP49"
"3908","YER038C","KRE29"
"3909","YER037W","PHM8"
"3910","YER036C","ARB1"
"3911","YER035W","EDC2"
"3912","YER033C","ZRG8"
"3913","YER032W","FIR1"
"3914","YER031C","YPT31"
"3915","YER030W","CHZ1"
"3916","YER029C","SMB1"
"3917","YER028C","MIG3"
"3918","YER027C","GAL83"
"3919","YER026C","CHO1"
"3920","YER025W","GCD11"
"3921","YER024W","YAT2"
"3922","YER023W","PRO3"
"3923","YER022W","SRB4"
"3924","YER021W","RPN3"
"3925","YER020W","GPA2"
"3926","YER019W","ISC1"
"3927","YER019C-A","SBH2"
"3928","YER018C","SPC25"
"3929","YER017C","AFG3"
"3930","YER016W","BIM1"
"3931","YER015W","FAA2"
"3932","YER014W","HEM14"
"3933","YER014C-A","BUD25"
"3934","YER013W","PRP22"
"3935","YER012W","PRE1"
"3936","YER011W","TIR1"
"3937","YER009W","NTF2"
"3938","YER008C","SEC3"
"3939","YER007W","PAC2"
"3940","YER007C-A","TMA20"
"3941","YER006W","NUG1"
"3942","YER005W","YND1"
"3943","YER004W","FMP52"
"3944","YER003C","PMI40"
"3945","YER002W","NOP16"
"3946","YER001W","MNN1"
"3947","YEL072W","RMD6"
"3948","YEL071W","DLD3"
"3949","YEL070W","DSF1"
"3950","YEL069C","HXT13"
"3951","YEL066W","HPA3"
"3952","YEL065W","SIT1"
"3953","YEL064C","AVT2"
"3954","YEL063C","CAN1"
"3955","YEL062W","NPR2"
"3956","YEL061C","CIN8"
"3957","YEL060C","PRB1"
"3958","YEL059W","HHY1"
"3959","YEL059C-A","SOM1"
"3960","YEL058W","PCM1"
"3961","YEL057C","SDD1"
"3962","YEL056W","HAT2"
"3963","YEL055C","POL5"
"3964","YEL054C","RPL12A"
"3965","YEL053C","MAK10"
"3966","YEL052W","AFG1"
"3967","YEL051W","VMA8"
"3968","YEL050C","RML2"
"3969","YEL049W","PAU2"
"3970","YEL048C","TCA17"
"3971","YEL047C","FRD1"
"3972","YEL046C","GLY1"
"3973","YEL044W","IES6"
"3974","YEL042W","GDA1"
"3975","YEL041W","YEF1"
"3976","YEL040W","UTR2"
"3977","YEL039C","CYC7"
"3978","YEL038W","UTR4"
"3979","YEL037C","RAD23"
"3980","YEL036C","ANP1"
"3981","YEL035C","UTR5"
"3982","YEL034W","HYP2"
"3983","YEL033W","MTC7"
"3984","YEL032W","MCM3"
"3985","YEL031W","SPF1"
"3986","YEL030W","ECM10"
"3987","YEL029C","BUD16"
"3988","YEL027W","VMA3"
"3989","YEL026W","SNU13"
"3990","YEL024W","RIP1"
"3991","YEL022W","GEA2"
"3992","YEL021W","URA3"
"3993","YEL020W-A","TIM9"
"3994","YEL020C","PXP1"
"3995","YEL019C","MMS21"
"3996","YEL018W","EAF5"
"3997","YEL017W","GTT3"
"3998","YEL017C-A","PMP2"
"3999","YEL016C","NPP2"
"4000","YEL015W","EDC3"
"4001","YEL013W","VAC8"
"4002","YEL012W","UBC8"
"4003","YEL011W","GLC3"
"4004","YEL009C","GCN4"
"4005","YEL007W","MIT1"
"4006","YEL006W","YEA6"
"4007","YEL005C","VAB2"
"4008","YEL004W","YEA4"
"4009","YEL003W","GIM4"
"4010","YEL002C","WBP1"
"4011","YEL001C","IRC22"
"4012","YDR545W","YRF1-1"
"4013","YDR542W","PAU10"
"4014","YDR540C","IRC4"
"4015","YDR539W","FDC1"
"4016","YDR538W","PAD1"
"4017","YDR536W","STL1"
"4018","YDR534C","FIT1"
"4019","YDR533C","HSP31"
"4020","YDR532C","KRE28"
"4021","YDR531W","CAB1"
"4022","YDR530C","APA2"
"4023","YDR529C","QCR7"
"4024","YDR528W","HLR1"
"4025","YDR527W","RBA50"
"4026","YDR525W-A","SNA2"
"4027","YDR525W","API2"
"4028","YDR524C","AGE1"
"4029","YDR523C","SPS1"
"4030","YDR522C","SPS2"
"4031","YDR520C","URC2"
"4032","YDR519W","FPR2"
"4033","YDR518W","EUG1"
"4034","YDR517W","GRH1"
"4035","YDR516C","EMI2"
"4036","YDR515W","SLF1"
"4037","YDR513W","GRX2"
"4038","YDR512C","EMI1"
"4039","YDR511W","SDH7"
"4040","YDR510W","SMT3"
"4041","YDR508C","GNP1"
"4042","YDR507C","GIN4"
"4043","YDR506C","GMC1"
"4044","YDR505C","PSP1"
"4045","YDR504C","SPG3"
"4046","YDR503C","LPP1"
"4047","YDR502C","SAM2"
"4048","YDR501W","PLM2"
"4049","YDR500C","RPL37B"
"4050","YDR499W","LCD1"
"4051","YDR498C","SEC20"
"4052","YDR497C","ITR1"
"4053","YDR496C","PUF6"
"4054","YDR495C","VPS3"
"4055","YDR494W","RSM28"
"4056","YDR493W","MZM1"
"4057","YDR492W","IZH1"
"4058","YDR490C","PKH1"
"4059","YDR489W","SLD5"
"4060","YDR488C","PAC11"
"4061","YDR487C","RIB3"
"4062","YDR486C","VPS60"
"4063","YDR485C","VPS72"
"4064","YDR484W","VPS52"
"4065","YDR483W","KRE2"
"4066","YDR482C","CWC21"
"4067","YDR481C","PHO8"
"4068","YDR480W","DIG2"
"4069","YDR479C","PEX29"
"4070","YDR478W","SNM1"
"4071","YDR477W","SNF1"
"4072","YDR475C","JIP4"
"4073","YDR473C","PRP3"
"4074","YDR472W","TRS31"
"4075","YDR471W","RPL27B"
"4076","YDR470C","UGO1"
"4077","YDR469W","SDC1"
"4078","YDR468C","TLG1"
"4079","YDR466W","PKH3"
"4080","YDR465C","RMT2"
"4081","YDR464W","SPP41"
"4082","YDR463W","STP1"
"4083","YDR462W","MRPL28"
"4084","YDR461W","MFA1"
"4085","YDR460W","TFB3"
"4086","YDR459C","PFA5"
"4087","YDR458C","HEH2"
"4088","YDR457W","TOM1"
"4089","YDR456W","NHX1"
"4090","YDR454C","GUK1"
"4091","YDR453C","TSA2"
"4092","YDR452W","PPN1"
"4093","YDR451C","YHP1"
"4094","YDR450W","RPS18A"
"4095","YDR449C","UTP6"
"4096","YDR448W","ADA2"
"4097","YDR447C","RPS17B"
"4098","YDR446W","ECM11"
"4099","YDR443C","SSN2"
"4100","YDR441C","APT2"
"4101","YDR440W","DOT1"
"4102","YDR439W","LRS4"
"4103","YDR438W","THI74"
"4104","YDR437W","GPI19"
"4105","YDR436W","PPZ2"
"4106","YDR435C","PPM1"
"4107","YDR434W","GPI17"
"4108","YDR432W","NPL3"
"4109","YDR430C","CYM1"
"4110","YDR429C","TIF35"
"4111","YDR428C","BNA7"
"4112","YDR427W","RPN9"
"4113","YDR425W","SNX41"
"4114","YDR424C","DYN2"
"4115","YDR423C","CAD1"
"4116","YDR422C","SIP1"
"4117","YDR421W","ARO80"
"4118","YDR420W","HKR1"
"4119","YDR419W","RAD30"
"4120","YDR418W","RPL12B"
"4121","YDR416W","SYF1"
"4122","YDR414C","ERD1"
"4123","YDR412W","RRP17"
"4124","YDR411C","DFM1"
"4125","YDR410C","STE14"
"4126","YDR409W","SIZ1"
"4127","YDR408C","ADE8"
"4128","YDR407C","TRS120"
"4129","YDR406W","PDR15"
"4130","YDR405W","MRP20"
"4131","YDR404C","RPB7"
"4132","YDR403W","DIT1"
"4133","YDR402C","DIT2"
"4134","YDR400W","URH1"
"4135","YDR399W","HPT1"
"4136","YDR398W","UTP5"
"4137","YDR397C","NCB2"
"4138","YDR395W","SXM1"
"4139","YDR394W","RPT3"
"4140","YDR393W","SHE9"
"4141","YDR392W","SPT3"
"4142","YDR390C","UBA2"
"4143","YDR389W","SAC7"
"4144","YDR388W","RVS167"
"4145","YDR387C","CIN10"
"4146","YDR386W","MUS81"
"4147","YDR385W","EFT2"
"4148","YDR384C","ATO3"
"4149","YDR383C","NKP1"
"4150","YDR382W","RPP2B"
"4151","YDR381W","YRA1"
"4152","YDR380W","ARO10"
"4153","YDR379W","RGA2"
"4154","YDR379C-A","SDH6"
"4155","YDR378C","LSM6"
"4156","YDR377W","ATP17"
"4157","YDR376W","ARH1"
"4158","YDR375C","BCS1"
"4159","YDR374W-A","WIP1"
"4160","YDR374C","PHO92"
"4161","YDR373W","FRQ1"
"4162","YDR372C","VPS74"
"4163","YDR371W","CTS2"
"4164","YDR370C","DXO1"
"4165","YDR369C","XRS2"
"4166","YDR368W","YPR1"
"4167","YDR367W","KEI1"
"4168","YDR365C","ESF1"
"4169","YDR364C","CDC40"
"4170","YDR363W-A","SEM1"
"4171","YDR363W","ESC2"
"4172","YDR362C","TFC6"
"4173","YDR361C","BCP1"
"4174","YDR360W","OPI7"
"4175","YDR359C","EAF1"
"4176","YDR358W","GGA1"
"4177","YDR357C","CNL1"
"4178","YDR356W","SPC110"
"4179","YDR354W","TRP4"
"4180","YDR353W","TRR1"
"4181","YDR352W","YPQ2"
"4182","YDR351W","SBE2"
"4183","YDR350C","ATP22"
"4184","YDR349C","YPS7"
"4185","YDR348C","PAL1"
"4186","YDR347W","MRP1"
"4187","YDR346C","SVF1"
"4188","YDR345C","HXT3"
"4189","YDR343C","HXT6"
"4190","YDR342C","HXT7"
"4191","YDR339C","FCF1"
"4192","YDR337W","MRPS28"
"4193","YDR336W","MRX8"
"4194","YDR335W","MSN5"
"4195","YDR334W","SWR1"
"4196","YDR333C","RQC1"
"4197","YDR332W","IRC3"
"4198","YDR331W","GPI8"
"4199","YDR330W","UBX5"
"4200","YDR329C","PEX3"
"4201","YDR328C","SKP1"
"4202","YDR326C","YSP2"
"4203","YDR325W","YCG1"
"4204","YDR324C","UTP4"
"4205","YDR323C","PEP7"
"4206","YDR322W","MRPL35"
"4207","YDR322C-A","TIM11"
"4208","YDR321W","ASP1"
"4209","YDR320C-A","DAD4"
"4210","YDR320C","SWA2"
"4211","YDR319C","YFT2"
"4212","YDR318W","MCM21"
"4213","YDR317W","HIM1"
"4214","YDR316W","OMS1"
"4215","YDR315C","IPK1"
"4216","YDR314C","RAD34"
"4217","YDR313C","PIB1"
"4218","YDR312W","SSF2"
"4219","YDR311W","TFB1"
"4220","YDR310C","SUM1"
"4221","YDR309C","GIC2"
"4222","YDR308C","SRB7"
"4223","YDR307W","PMT7"
"4224","YDR305C","HNT2"
"4225","YDR304C","CPR5"
"4226","YDR303C","RSC3"
"4227","YDR302W","GPI11"
"4228","YDR301W","CFT1"
"4229","YDR300C","PRO1"
"4230","YDR299W","BFR2"
"4231","YDR298C","ATP5"
"4232","YDR297W","SUR2"
"4233","YDR296W","MHR1"
"4234","YDR295C","HDA2"
"4235","YDR294C","DPL1"
"4236","YDR293C","SSD1"
"4237","YDR292C","SRP101"
"4238","YDR291W","HRQ1"
"4239","YDR289C","RTT103"
"4240","YDR288W","NSE3"
"4241","YDR287W","INM2"
"4242","YDR285W","ZIP1"
"4243","YDR284C","DPP1"
"4244","YDR283C","GCN2"
"4245","YDR282C","MRX10"
"4246","YDR281C","PHM6"
"4247","YDR280W","RRP45"
"4248","YDR279W","RNH202"
"4249","YDR277C","MTH1"
"4250","YDR276C","PMP3"
"4251","YDR275W","BSC2"
"4252","YDR273W","DON1"
"4253","YDR272W","GLO2"
"4254","YDR270W","CCC2"
"4255","YDR268W","MSW1"
"4256","YDR267C","CIA1"
"4257","YDR266C","HEL2"
"4258","YDR265W","PEX10"
"4259","YDR264C","AKR1"
"4260","YDR263C","DIN7"
"4261","YDR261C","EXG2"
"4262","YDR260C","SWM1"
"4263","YDR259C","YAP6"
"4264","YDR258C","HSP78"
"4265","YDR257C","RKM4"
"4266","YDR256C","CTA1"
"4267","YDR255C","RMD5"
"4268","YDR254W","CHL4"
"4269","YDR253C","MET32"
"4270","YDR252W","BTT1"
"4271","YDR251W","PAM1"
"4272","YDR247W","VHS1"
"4273","YDR246W","TRS23"
"4274","YDR245W","MNN10"
"4275","YDR244W","PEX5"
"4276","YDR243C","PRP28"
"4277","YDR242W","AMD2"
"4278","YDR241W","BUD26"
"4279","YDR240C","SNU56"
"4280","YDR238C","SEC26"
"4281","YDR237W","MRPL7"
"4282","YDR236C","FMN1"
"4283","YDR235W","PRP42"
"4284","YDR234W","LYS4"
"4285","YDR233C","RTN1"
"4286","YDR232W","HEM1"
"4287","YDR231C","COX20"
"4288","YDR229W","IVY1"
"4289","YDR228C","PCF11"
"4290","YDR227W","SIR4"
"4291","YDR226W","ADK1"
"4292","YDR225W","HTA1"
"4293","YDR224C","HTB1"
"4294","YDR223W","CRF1"
"4295","YDR221W","GTB1"
"4296","YDR219C","MFB1"
"4297","YDR218C","SPR28"
"4298","YDR217C","RAD9"
"4299","YDR216W","ADR1"
"4300","YDR214W","AHA1"
"4301","YDR213W","UPC2"
"4302","YDR212W","TCP1"
"4303","YDR211W","GCD6"
"4304","YDR208W","MSS4"
"4305","YDR207C","UME6"
"4306","YDR206W","EBS1"
"4307","YDR205W","MSC2"
"4308","YDR204W","COQ4"
"4309","YDR202C","RAV2"
"4310","YDR201W","SPC19"
"4311","YDR200C","VPS64"
"4312","YDR198C","RKM2"
"4313","YDR197W","CBS2"
"4314","YDR196C","CAB5"
"4315","YDR195W","REF2"
"4316","YDR194C","MSS116"
"4317","YDR192C","NUP42"
"4318","YDR191W","HST4"
"4319","YDR190C","RVB1"
"4320","YDR189W","SLY1"
"4321","YDR188W","CCT6"
"4322","YDR186C","SND1"
"4323","YDR185C","UPS3"
"4324","YDR184C","ATC1"
"4325","YDR183W","PLP1"
"4326","YDR182W","CDC1"
"4327","YDR181C","SAS4"
"4328","YDR180W","SCC2"
"4329","YDR179W-A","NVJ3"
"4330","YDR179C","CSN9"
"4331","YDR178W","SDH4"
"4332","YDR177W","UBC1"
"4333","YDR176W","NGG1"
"4334","YDR175C","RSM24"
"4335","YDR174W","HMO1"
"4336","YDR173C","ARG82"
"4337","YDR172W","SUP35"
"4338","YDR171W","HSP42"
"4339","YDR170C","SEC7"
"4340","YDR169C","STB3"
"4341","YDR168W","CDC37"
"4342","YDR167W","TAF10"
"4343","YDR166C","SEC5"
"4344","YDR165W","TRM82"
"4345","YDR164C","SEC1"
"4346","YDR163W","CWC15"
"4347","YDR162C","NBP2"
"4348","YDR161W","ACL4"
"4349","YDR160W","SSY1"
"4350","YDR159W","SAC3"
"4351","YDR158W","HOM2"
"4352","YDR156W","RPA14"
"4353","YDR155C","CPR1"
"4354","YDR153C","ENT5"
"4355","YDR152W","GIR2"
"4356","YDR151C","CTH1"
"4357","YDR150W","NUM1"
"4358","YDR148C","KGD2"
"4359","YDR147W","EKI1"
"4360","YDR146C","SWI5"
"4361","YDR145W","TAF12"
"4362","YDR144C","MKC7"
"4363","YDR143C","SAN1"
"4364","YDR142C","PEX7"
"4365","YDR141C","DOP1"
"4366","YDR140W","MTQ2"
"4367","YDR139C","RUB1"
"4368","YDR138W","HPR1"
"4369","YDR137W","RGP1"
"4370","YDR136C","VPS61"
"4371","YDR135C","YCF1"
"4372","YDR130C","FIN1"
"4373","YDR129C","SAC6"
"4374","YDR128W","MTC5"
"4375","YDR127W","ARO1"
"4376","YDR126W","SWF1"
"4377","YDR125C","ECM18"
"4378","YDR123C","INO2"
"4379","YDR122W","KIN1"
"4380","YDR121W","DPB4"
"4381","YDR120C","TRM1"
"4382","YDR119W-A","COX26"
"4383","YDR119W","VBA4"
"4384","YDR118W","APC4"
"4385","YDR117C","TMA64"
"4386","YDR116C","MRPL1"
"4387","YDR115W","MRX14"
"4388","YDR113C","PDS1"
"4389","YDR112W","IRC2"
"4390","YDR111C","ALT2"
"4391","YDR110W","FOB1"
"4392","YDR108W","TRS85"
"4393","YDR107C","TMN2"
"4394","YDR106W","ARP10"
"4395","YDR105C","TMS1"
"4396","YDR104C","SPO71"
"4397","YDR103W","STE5"
"4398","YDR101C","ARX1"
"4399","YDR100W","TVP15"
"4400","YDR099W","BMH2"
"4401","YDR098C","GRX3"
"4402","YDR097C","MSH6"
"4403","YDR096W","GIS1"
"4404","YDR093W","DNF2"
"4405","YDR092W","UBC13"
"4406","YDR091C","RLI1"
"4407","YDR089W","VTC5"
"4408","YDR088C","SLU7"
"4409","YDR087C","RRP1"
"4410","YDR086C","SSS1"
"4411","YDR085C","AFR1"
"4412","YDR084C","TVP23"
"4413","YDR083W","RRP8"
"4414","YDR082W","STN1"
"4415","YDR081C","PDC2"
"4416","YDR080W","VPS41"
"4417","YDR079W","PET100"
"4418","YDR079C-A","TFB5"
"4419","YDR078C","SHU2"
"4420","YDR077W","SED1"
"4421","YDR076W","RAD55"
"4422","YDR075W","PPH3"
"4423","YDR074W","TPS2"
"4424","YDR073W","SNF11"
"4425","YDR072C","IPT1"
"4426","YDR071C","PAA1"
"4427","YDR070C","FMP16"
"4428","YDR069C","DOA4"
"4429","YDR068W","DOS2"
"4430","YDR067C","OCA6"
"4431","YDR066C","RTR2"
"4432","YDR065W","RRG1"
"4433","YDR064W","RPS13"
"4434","YDR063W","AIM7"
"4435","YDR062W","LCB2"
"4436","YDR060W","MAK21"
"4437","YDR059C","UBC5"
"4438","YDR058C","TGL2"
"4439","YDR057W","YOS9"
"4440","YDR056C","EMC10"
"4441","YDR055W","PST1"
"4442","YDR054C","CDC34"
"4443","YDR052C","DBF4"
"4444","YDR051C","DET1"
